year,mileage,rough_scale,torque_scale,stop_scale,cv_wellness,wb_wellness,brk_wellness
2013,208355,0.05,0.63,0.06,39.33,49.44,14.23
2010,12011,0.31,0.19,0.04,89.27,92.14,92.62
2024,21644,0.67,0.15,0.06,96.4,76.08,93.06
2005,816,0.1,0.8,0.92,74.98,89.41,78.63
2004,120656,0.61,0.33,0.24,55.3,65.1,44.95
2018,83587,0.67,0.02,0.3,85.63,70.77,51.9
2008,180100,0.29,0.15,0.47,39.7,44.07,18.16
2013,68824,0.4,0.78,0.61,70.86,72.96,58.61
2015,177214,0.69,0.46,0.79,37.01,52.46,10.1
2002,125279,0.02,0.68,0.64,60.82,62.96,40.77
2015,167469,0.55,0.57,0.26,46.4,47.58,21.1
2021,142057,0.33,0.41,0.31,47.79,62.34,37.79
2019,64735,0.21,0.51,0.86,78.13,73.91,65.48
2001,230130,0.12,0.44,0.27,21.6,38.07,5.0
2003,182238,0.5,0.61,0.22,36.8,43.53,16.52
2012,210926,0.95,0.43,0.22,30.94,33.74,13.19
2018,166863,0.53,0.53,0.78,53.37,46.12,12.99
2014,46574,0.3,0.87,0.73,72.24,84.69,61.61
2009,189628,0.07,0.01,0.12,41.51,59.94,18.06
2010,8055,0.69,0.74,0.43,79.27,87.3,78.52
2004,196689,0.57,0.13,0.94,34.88,48.25,5.0
2012,76743,0.68,0.05,0.73,76.58,66.65,51.66
2004,130397,0.7,0.64,0.84,53.01,65.4,35.31
2024,240378,0.12,0.8,0.53,20.39,40.54,5.0
2001,184136,0.71,0.52,0.07,37.96,36.88,15.96
2024,94239,0.44,0.44,0.75,71.61,73.54,39.32
2022,249752,0.98,0.76,0.33,18.77,22.59,5.0
2021,15555,0.2,0.32,0.01,98.27,93.39,100.0
2008,90167,0.02,0.67,0.4,60.25,86.84,54.19
2001,31432,0.11,0.22,0.67,92.66,81.05,77.51
2006,112408,0.13,0.94,0.97,53.81,60.98,41.06
2021,64132,0.43,0.95,0.84,68.43,76.12,64.31
2004,143110,0.73,0.37,0.99,51.9,51.63,18.07
2000,142590,0.9,0.25,0.57,47.27,49.87,31.26
2020,151620,0.53,0.6,0.26,42.99,53.77,31.56
2000,29443,0.25,0.59,0.96,86.99,91.74,67.42
2019,64056,0.1,0.2,0.11,77.59,88.86,71.69
2013,41807,0.4,0.31,0.22,83.53,77.18,75.01
2015,2616,0.56,0.01,0.61,97.37,95.06,91.01
2018,197351,0.36,0.35,0.82,27.92,46.76,5.0
2021,207628,0.42,0.98,0.09,20.47,39.04,5.0
2018,210463,0.74,0.34,0.67,34.93,37.85,5.0
2022,44891,0.48,0.58,0.97,67.64,80.28,53.81
2015,156648,0.28,0.41,0.84,50.47,59.62,21.15
2022,46084,0.24,0.88,0.33,76.15,78.17,76.46
2006,35710,0.03,0.61,0.16,85.18,85.42,78.91
2021,171874,0.69,0.21,0.51,49.84,40.65,23.7
2018,33307,0.58,0.39,0.33,88.7,78.96,70.47
2004,201730,0.01,0.2,0.55,46.41,47.41,7.06
2001,135027,0.03,0.08,0.22,63.95,59.21,45.69
2015,61848,0.34,0.6,0.6,74.43,82.42,66.15
2000,122304,0.56,0.35,0.54,59.76,67.47,39.15
2015,93727,0.03,0.61,0.02,66.63,77.82,65.42
2014,23254,0.54,0.95,0.58,84.89,85.19,88.05
2023,123498,0.22,0.29,0.43,62.65,58.39,47.59
2021,193552,0.85,0.35,0.31,39.09,30.99,18.51
2014,29957,0.34,0.92,0.86,78.86,88.91,69.36
2008,144619,0.62,0.56,0.39,55.93,50.38,34.94
2012,13351,0.11,0.95,0.58,85.13,98.78,88.61
2019,22599,0.39,0.08,0.73,87.9,84.14,82.49
2011,196473,0.37,0.31,0.76,31.89,38.17,5.0
2010,126717,0.31,0.51,0.24,65.06,63.32,46.05
2010,185754,0.25,0.78,0.24,34.17,49.83,18.82
2005,1419,0.45,0.88,0.65,97.1,92.64,89.28
2001,18999,0.53,0.74,0.32,88.46,96.27,82.77
2003,146816,0.01,0.84,0.59,52.9,61.77,21.41
2007,54091,0.91,0.97,0.64,75.26,81.63,68.92
2003,204626,0.88,0.02,0.07,43.64,41.94,18.51
2009,112121,0.02,0.31,0.79,62.25,70.92,37.32
2001,88605,0.45,0.04,0.09,70.67,67.49,61.86
2007,188809,0.56,0.63,0.98,31.89,45.08,5.0
2024,163173,0.18,0.6,0.84,40.51,66.75,20.71
2013,93390,0.8,0.68,0.94,59.98,62.19,44.86
2011,36465,0.16,0.44,0.01,80.68,90.4,91.32
2023,182569,0.11,0.05,0.98,46.21,48.7,5.0
2004,142329,0.57,0.46,0.8,53.57,59.69,32.58
2001,182295,0.46,0.4,0.32,37.14,43.99,22.64
2024,145667,0.24,0.7,0.97,44.18,59.48,17.4
2000,171792,0.88,0.13,0.91,47.88,44.93,16.0
2003,130293,0.74,0.0,0.25,65.36,49.65,49.1
2005,231355,0.16,0.85,0.12,12.95,35.44,5.0
2024,212226,0.64,0.23,0.21,42.72,27.73,12.98
2011,67819,0.89,0.18,0.13,85.02,61.63,70.28
2012,949,0.93,0.87,0.97,90.78,91.25,82.16
2011,22556,0.75,0.05,0.16,94.08,84.18,86.4
2001,19046,0.66,0.49,0.29,82.73,92.93,81.05
2004,221996,0.71,0.67,0.01,34.48,39.2,17.16
2004,58242,0.19,0.18,0.77,82.66,78.54,60.2
2001,152938,0.04,0.37,0.68,50.89,68.17,28.26
2011,193253,0.05,0.22,0.27,43.62,46.92,17.27
2003,182102,0.42,0.58,0.93,43.23,49.18,5.0
2007,205290,0.91,0.87,0.47,25.2,28.22,5.0
2019,150823,0.48,0.12,0.81,62.41,54.79,14.23
2002,163414,0.78,0.51,1.0,51.16,39.18,13.91
2019,224778,0.9,0.75,0.1,28.07,35.3,5.0
2015,36114,0.25,0.28,0.51,82.58,88.6,89.28
2015,31987,0.3,0.48,0.24,79.21,81.62,81.21
2006,241919,0.52,0.09,0.04,34.64,39.96,7.76
2009,16569,0.39,0.04,0.82,91.09,89.62,76.25
2003,82009,0.63,0.68,0.78,73.9,63.26,50.56
2019,15506,0.35,0.64,0.98,85.82,87.47,73.16
2008,124859,0.39,0.95,0.9,50.53,63.95,37.84
2003,12473,0.68,0.47,0.79,81.46,83.75,73.94
2024,49364,0.14,0.43,0.44,81.49,90.26,78.47
2021,71480,0.39,0.53,0.77,64.78,78.92,55.68
2021,34440,0.52,0.25,0.55,82.25,89.79,69.61
2016,206935,0.69,0.51,0.02,38.79,37.09,12.59
2021,75221,0.67,0.79,0.91,76.4,66.67,46.26
2015,238076,0.68,0.64,0.65,29.57,36.38,5.0
2002,100671,0.35,0.84,0.56,56.95,70.92,50.01
2024,203537,0.2,0.08,0.4,34.07,44.21,7.99
2000,15143,0.34,0.32,0.57,86.28,80.81,80.09
2004,25722,0.36,0.87,0.45,77.18,84.31,83.87
2007,177115,0.11,0.05,0.49,51.7,63.13,15.49
2017,136501,0.06,0.61,0.99,59.78,62.38,31.45
2012,154746,0.47,0.72,0.61,42.48,52.19,28.04
2024,57133,0.93,0.03,0.09,77.05,65.87,65.4
2015,230818,0.57,0.52,0.76,30.84,41.76,5.0
2010,189810,0.02,0.06,0.43,49.36,47.86,26.57
2008,33850,0.8,0.17,0.59,81.62,75.36,83.29
2021,95553,0.58,0.96,0.27,58.69,64.51,59.74
2001,226072,0.3,0.09,0.14,44.04,38.04,7.12
2014,152198,0.86,0.88,0.79,40.68,56.05,30.06
2020,240909,0.32,0.21,0.31,32.33,31.21,5.0
2024,95205,0.86,0.99,0.97,60.74,63.45,32.91
2003,226829,0.99,0.39,0.12,31.08,30.75,7.72
2019,183934,0.39,0.62,0.91,41.81,48.7,10.71
2022,92625,0.26,0.69,0.13,66.49,78.05,59.69
2012,3722,0.8,0.83,0.61,88.43,93.62,88.16
2005,53639,0.91,0.78,0.65,70.06,74.9,65.5
2006,247743,0.61,0.46,0.21,23.31,32.38,5.0
2023,247804,0.49,0.23,0.15,28.76,29.22,5.0
2012,114193,0.23,0.03,0.21,62.15,69.57,48.68
2021,231330,0.05,0.92,0.26,16.89,38.07,5.0
2005,46615,0.33,0.03,0.6,84.72,80.01,66.98
2018,189386,0.97,0.43,0.19,39.63,32.21,14.4
2001,1483,0.33,0.1,0.07,100.0,92.69,91.09
2000,132598,0.52,0.65,0.91,57.69,67.75,31.16
2008,37245,0.46,0.98,0.59,64.8,92.53,70.61
2022,165601,0.2,0.03,0.54,46.6,61.58,25.44
2014,138337,0.48,0.27,0.48,55.73,54.23,36.6
2000,82295,0.95,0.74,0.16,60.43,69.52,63.07
2021,233448,0.9,0.27,0.62,33.36,31.61,5.0
2005,8890,0.67,0.15,0.0,86.94,88.82,85.15
2019,167711,0.73,0.11,0.18,55.53,48.89,27.48
2005,72871,0.21,0.45,0.64,76.61,76.28,60.92
2002,92069,0.22,0.82,0.83,73.52,73.35,47.81
2008,167802,0.01,0.08,0.46,47.72,57.45,15.38
2002,205684,0.91,0.27,0.05,38.77,33.23,15.88
2019,208156,0.81,0.08,0.91,37.08,35.0,5.0
2007,223659,0.37,0.21,0.7,27.39,36.8,6.65
2003,33418,0.94,0.27,0.07,87.11,71.97,77.91
2002,2229,0.66,0.29,0.16,88.24,75.03,100.0
2005,200323,0.84,0.17,0.99,48.14,34.38,5.0
2003,200217,0.76,0.28,0.23,39.09,42.73,19.2
2003,179013,0.53,0.62,0.27,48.64,47.98,11.56
2019,233008,0.52,0.66,0.96,25.83,30.25,5.0
2023,64745,0.13,0.76,0.79,80.12,86.02,57.09
2021,93193,0.54,0.31,0.12,66.24,71.13,57.56
2015,222524,0.54,0.59,0.74,20.3,41.33,5.0
2020,115480,0.55,0.55,0.95,54.8,55.09,28.76
2006,151669,0.8,0.64,0.42,62.6,54.76,26.56
2006,44348,0.4,0.82,0.09,83.58,89.78,77.62
2016,218523,0.35,0.15,0.43,28.2,41.21,5.62
2017,64624,0.18,0.65,0.74,74.33,82.0,51.91
2021,70734,0.2,0.73,0.74,67.32,78.69,58.91
2021,220095,0.15,0.44,0.12,32.59,46.94,12.84
2024,76322,0.18,0.02,0.49,76.89,74.83,61.04
2014,126050,0.07,0.43,0.06,48.82,64.49,46.16
2009,222008,0.83,0.57,0.17,31.28,31.81,6.61
2005,237242,0.07,0.0,0.72,29.16,40.63,5.0
2016,84590,0.39,0.99,0.36,65.22,77.51,60.74
2003,84372,0.09,0.6,0.69,70.31,78.01,47.58
2024,11499,0.85,0.68,0.98,89.01,82.42,70.3
2019,97523,0.41,0.84,0.78,55.83,66.92,46.36
2006,202448,0.17,0.52,0.17,41.66,43.45,11.39
2004,91360,0.51,0.76,0.4,59.3,70.73,55.09
2006,45364,0.36,0.18,0.72,92.75,80.68,56.49
2009,9158,0.53,0.73,0.73,87.08,81.23,82.86
2007,75683,0.17,0.25,0.48,80.43,84.41,63.18
2002,155565,0.06,0.63,0.7,46.85,58.42,29.68
2013,49149,0.05,0.16,0.59,87.13,81.26,66.0
2017,65050,0.11,0.94,0.5,72.26,91.25,62.36
2010,225338,0.21,0.11,0.66,31.86,43.58,5.0
2006,212929,0.87,0.88,0.02,28.59,34.69,13.77
2019,17196,0.58,0.5,0.63,88.46,89.01,82.71
2022,241091,0.83,0.45,0.09,22.47,25.27,5.0
2023,37504,0.71,0.92,0.06,78.25,72.81,79.43
2018,53141,0.76,0.5,0.89,77.38,77.0,65.42
2016,104147,0.37,0.55,0.0,66.9,57.98,61.08
2015,109211,0.07,0.08,0.81,76.01,78.71,45.56
2018,191148,0.57,0.51,0.58,33.52,39.12,8.04
2015,88062,0.33,0.01,0.62,81.1,71.86,53.01
2021,171772,0.86,0.51,0.03,38.96,39.63,32.42
2006,116319,0.6,0.54,0.55,67.26,59.59,46.45
2002,231533,0.72,0.91,0.47,24.56,27.16,5.0
2024,159235,0.27,0.75,0.1,42.46,51.68,32.43
2002,97464,0.44,0.64,0.67,64.5,69.58,49.79
2024,202137,0.32,0.57,0.3,30.13,39.36,17.02
2019,233918,0.02,0.24,0.91,39.05,40.94,5.0
2003,111747,0.1,0.67,0.27,53.22,77.36,51.54
2017,167378,0.29,0.45,0.23,30.8,56.71,32.63
2003,29149,0.62,0.29,0.17,95.12,84.5,79.59
2000,100920,0.56,0.62,0.02,73.15,68.24,49.12
2002,194031,0.49,0.55,0.25,30.07,46.61,13.5
2023,179259,0.2,0.25,0.72,42.27,50.83,12.67
2021,143065,0.69,0.91,0.65,46.67,51.11,33.48
2000,66027,0.62,0.43,0.99,72.48,83.75,67.38
2014,198054,0.28,0.15,0.92,47.57,45.81,5.0
2009,32576,0.48,0.65,0.95,77.06,83.45,66.3
2016,109600,0.8,0.98,0.92,57.0,55.26,45.38
2024,89162,0.44,0.65,0.49,57.91,69.19,47.84
2015,101929,0.39,0.68,0.96,58.03,68.77,41.58
2012,140861,0.93,0.53,0.75,52.41,47.24,22.44
2004,176866,0.93,0.9,0.98,35.24,41.35,8.36
2019,165179,0.75,0.3,0.88,44.92,42.2,14.35
2010,70692,0.01,0.84,0.31,64.31,80.4,74.29
2002,168876,0.89,0.29,0.51,52.14,45.9,23.88
2023,237045,0.61,0.23,0.78,23.3,31.89,5.0
2022,95620,0.99,0.35,0.41,62.97,63.11,53.5
2004,178977,0.42,0.95,0.4,40.93,52.43,23.02
2023,49095,0.07,0.14,0.28,78.01,93.24,74.14
2002,146055,0.52,0.57,0.96,53.13,48.43,21.69
2006,143021,0.91,0.09,0.24,58.78,52.41,30.64
2003,164519,0.25,0.89,0.04,40.94,56.26,35.99
2024,214047,0.34,0.59,0.55,25.32,49.37,5.0
2005,112038,0.2,0.12,0.34,72.27,69.74,53.67
2011,145255,0.59,0.17,0.58,61.82,53.81,31.71
2018,122350,0.47,0.61,0.97,56.96,52.19,37.12
2020,19707,0.4,0.83,0.74,84.24,97.57,84.99
2018,56980,0.5,0.69,0.82,79.75,77.09,59.58
2024,64851,0.75,0.55,0.99,76.1,74.11,57.85
2011,213286,0.3,0.15,0.67,34.21,38.99,5.94
2007,153088,0.78,0.7,0.22,43.02,47.63,30.65
2004,115630,0.23,0.95,0.06,54.96,69.6,47.14
2008,139894,0.56,0.58,0.37,50.09,51.03,38.14
2005,16770,0.69,0.8,0.42,85.2,90.32,87.83
2021,116674,0.86,0.45,0.19,57.05,48.69,55.76
2014,14476,0.84,0.5,0.91,79.76,81.21,81.99
2011,169397,0.97,0.82,0.29,41.8,50.32,30.29
2002,161302,0.17,0.93,0.59,41.88,50.94,24.66
2020,146563,0.56,0.63,0.4,51.64,49.17,33.87
2013,78748,0.7,0.39,0.83,75.96,74.02,44.11
2009,197795,0.1,0.74,0.18,34.18,55.31,21.07
2000,130281,0.93,0.7,0.53,59.75,53.71,49.2
2007,206973,0.25,0.99,0.06,33.24,39.33,10.66
2015,111797,0.33,0.36,0.29,62.5,70.12,51.57
2015,34463,0.24,0.01,0.69,91.05,87.74,72.06
2005,102580,0.24,0.99,0.65,65.48,79.3,47.87
2009,63003,0.15,0.4,0.14,71.3,81.08,75.26
2002,215692,0.93,0.19,1.0,41.69,37.5,5.0
2010,109056,0.1,0.52,0.68,60.95,56.42,48.13
2010,13450,0.7,0.86,0.89,91.87,84.98,80.18
2006,198257,0.37,0.32,0.93,38.68,42.99,5.0
2016,176110,0.62,0.75,0.19,39.04,44.35,17.81
2006,94754,0.18,0.17,0.09,61.73,75.7,59.85
2021,49857,0.36,0.36,0.57,79.24,72.37,72.15
2005,42689,0.29,0.17,0.93,75.17,90.38,58.12
2016,62523,0.57,0.59,0.96,77.7,69.88,68.6
2006,57830,0.92,0.5,0.74,82.24,72.03,60.98
2018,44772,0.62,0.94,0.33,66.78,81.71,78.94
2011,212216,0.75,0.61,0.27,30.07,32.0,10.28
2019,121075,0.3,0.18,0.76,65.1,68.76,29.03
2000,116710,0.27,0.4,0.57,64.89,69.29,40.25
2001,197127,0.45,0.53,0.44,27.83,36.94,11.9
2007,243595,0.81,0.04,0.63,20.73,22.88,5.0
2020,26847,0.11,0.11,0.42,91.77,84.95,81.44
2022,51695,0.38,0.66,0.8,79.62,85.42,62.3
2004,87987,0.46,0.49,0.32,76.41,68.38,64.72
2023,221346,0.42,0.62,0.4,34.58,40.54,12.04
2003,115189,0.77,0.81,0.15,48.2,65.4,42.19
2004,202511,0.99,0.32,0.16,45.37,40.58,25.88
2020,24502,0.68,0.13,0.05,88.31,85.29,82.65
2010,35751,0.88,0.44,0.54,81.83,79.02,80.2
2002,62328,0.65,0.24,0.95,74.44,74.89,57.15
2004,78245,0.7,0.23,0.04,72.08,73.16,65.87
2010,112805,0.63,0.43,0.0,59.78,55.28,47.26
2023,138107,0.14,0.49,0.93,56.4,59.93,32.06
2024,52501,0.65,0.84,0.31,64.03,78.16,59.51
2024,198570,0.36,0.5,0.51,28.51,51.14,11.9
2015,2118,0.28,0.32,0.67,81.99,100.0,88.23
2015,68041,0.23,0.63,0.42,69.43,68.6,57.61
2024,184219,0.58,0.63,0.7,47.95,36.49,5.0
2009,202239,0.78,0.27,0.63,41.26,35.44,13.73
2008,160836,0.13,0.96,0.2,39.44,48.85,36.54
2011,117786,0.31,0.64,0.25,67.45,57.55,48.93
2024,153353,0.36,0.11,0.7,57.8,47.37,27.93
2024,243292,0.01,0.14,0.52,26.06,38.63,5.0
2014,66356,0.54,0.92,0.61,63.03,75.02,70.29
2024,125850,0.0,0.2,0.2,59.68,70.55,39.43
2020,244735,0.63,0.81,0.39,15.04,21.65,5.0
2016,138065,0.34,0.19,1.0,55.31,58.09,19.33
2004,135495,0.64,0.43,0.34,58.69,57.55,44.65
2005,163796,0.25,0.11,0.52,57.15,55.33,24.88
2023,22578,0.96,0.76,0.94,75.42,84.55,65.33
2003,139640,0.62,0.61,0.79,43.59,54.46,32.86
2001,211350,0.06,0.11,0.47,41.93,49.08,5.68
2015,107636,0.72,0.84,0.52,51.93,58.31,42.81
2011,150520,0.69,0.56,0.01,45.83,49.68,33.37
2012,105131,0.15,0.55,0.41,66.59,71.07,50.21
2018,218746,0.07,0.17,0.51,33.7,43.74,5.0
2008,77637,0.28,0.58,0.05,64.96,76.49,74.1
2024,215595,0.01,0.17,0.19,38.71,49.14,5.1
2016,139657,0.38,0.88,0.07,43.84,55.12,42.62
2012,220422,0.8,0.5,0.16,29.21,32.98,8.6
2012,13408,0.77,0.03,0.85,95.03,78.53,79.01
2013,151131,0.69,0.53,0.86,45.47,52.6,20.66
2008,95922,0.02,0.11,0.65,67.15,82.92,44.13
2010,85963,0.59,0.24,0.52,73.81,75.29,62.96
2017,23901,0.61,0.16,0.62,90.39,89.44,73.27
2006,19625,0.88,0.58,0.87,90.74,88.95,81.32
2018,55647,0.16,0.28,0.22,77.27,86.63,73.3
2022,10508,0.66,0.12,0.26,95.6,94.3,89.4
2005,44036,0.27,0.79,0.58,87.53,87.53,70.92
2014,249756,0.07,0.1,0.66,28.36,35.15,5.0
2012,95290,0.28,0.48,0.03,69.18,71.77,70.91
2010,98709,0.22,0.59,0.49,62.59,72.35,59.57
2009,50214,0.48,0.17,0.62,83.22,74.08,66.36
2006,25866,0.91,0.88,0.69,84.21,73.47,69.26
2008,98984,0.51,0.79,0.69,63.9,63.96,50.65
2008,100191,0.03,0.8,0.0,63.19,73.52,59.79
2007,70658,0.19,0.53,0.11,72.42,86.51,67.43
2014,231094,0.31,0.74,0.15,18.84,51.66,5.11
2009,103513,0.89,0.31,0.96,60.56,61.56,36.61
2017,161903,0.94,0.98,0.74,49.79,49.82,24.41
2009,41717,0.2,0.81,0.18,80.53,89.34,76.93
2011,182013,0.96,0.21,0.38,45.89,48.8,14.89
2005,76522,0.95,0.03,0.89,80.39,65.85,53.3
2024,216797,0.52,0.88,0.34,19.66,46.39,5.0
2017,221362,0.5,0.57,0.05,26.75,38.3,14.06
2022,234277,0.21,0.51,0.67,29.88,36.36,5.0
2001,191439,0.33,0.17,0.95,46.97,53.85,5.0
2020,29422,0.78,0.05,0.91,88.92,81.06,71.82
2002,60069,0.29,0.05,0.02,87.14,83.13,74.55
2020,225521,0.18,0.35,0.93,31.1,39.05,5.0
2022,128197,0.04,0.81,0.72,47.76,64.18,39.51
2024,145070,0.66,0.36,0.19,51.99,56.01,43.76
2009,112263,0.88,0.08,0.78,61.18,66.97,31.44
2013,222468,0.47,0.16,0.6,29.64,28.54,5.0
2012,107321,0.95,0.08,0.31,69.92,69.16,54.77
2020,51531,0.22,0.37,0.34,77.15,86.69,75.61
2020,57757,0.81,0.67,0.25,65.41,67.3,69.89
2023,18328,0.77,0.26,0.2,93.83,85.75,85.12
2024,121082,0.12,0.4,0.85,61.86,68.03,30.63
2015,185972,0.25,0.79,0.11,32.05,42.47,27.1
2020,99813,0.25,0.42,0.65,57.21,69.42,44.97
2005,147105,0.93,0.28,0.52,52.76,48.43,32.54
2022,178412,0.01,0.64,0.93,43.57,55.82,16.28
2014,203837,0.03,0.23,0.62,37.97,57.33,5.0
2018,238116,0.11,0.64,0.94,27.92,45.54,5.0
2007,249285,0.22,0.9,0.42,15.77,37.81,5.0
2006,234196,0.72,0.73,0.49,20.62,35.61,5.0
2003,107283,0.23,0.54,0.7,59.86,63.33,52.8
2002,245696,0.38,0.82,0.3,13.94,43.4,5.0
2016,65032,0.26,0.24,0.54,74.85,76.18,60.4
2004,153006,0.25,0.68,0.53,42.29,60.35,31.93
2011,200088,0.65,0.03,0.77,39.89,38.97,5.0
2015,243166,0.82,0.74,0.95,28.27,24.4,5.0
2008,87751,0.21,0.27,0.13,72.27,77.08,64.45
2009,218386,0.63,0.28,0.91,29.42,33.35,5.0
2016,67577,0.41,0.44,0.3,83.77,78.47,72.01
2009,52247,0.41,0.45,0.8,78.2,75.26,60.66
2014,168045,0.2,0.57,0.2,42.41,55.95,26.62
2010,171489,0.77,0.24,0.11,48.34,43.46,31.72
2023,155658,0.09,0.67,0.73,49.49,61.03,25.0
2011,84977,0.18,0.93,0.63,66.78,70.76,56.57
2016,17931,0.0,0.22,0.58,94.08,85.17,80.3
2007,39632,0.43,0.2,0.5,87.49,79.44,70.92
2008,117709,0.08,0.7,0.32,59.3,68.44,51.28
2020,69638,0.03,0.19,0.07,75.53,86.19,71.77
2010,112390,0.88,0.94,0.13,63.23,60.38,49.95
2014,192471,0.09,0.09,0.66,46.06,56.15,16.39
2001,192077,0.96,0.21,0.67,33.29,41.28,9.39
2016,19131,0.12,0.77,0.28,79.49,97.22,85.2
2000,116281,0.67,0.91,0.49,49.66,67.43,44.65
2000,77674,0.66,0.16,0.75,74.09,67.99,41.25
2016,74554,0.1,0.35,0.26,68.23,76.46,71.16
2023,108630,0.59,0.24,0.98,64.02,62.11,35.72
2022,240159,0.51,0.13,0.94,26.49,33.24,5.0
2016,165055,0.18,0.93,0.78,43.44,56.92,7.92
2004,45704,0.87,0.28,0.11,80.87,78.04,72.58
2017,24661,0.29,0.42,0.84,84.89,86.23,78.26
2018,61541,0.3,0.49,0.02,75.21,89.13,73.81
2014,174385,0.83,0.67,0.78,45.44,48.53,15.14
2014,29919,0.77,0.6,0.71,82.83,73.92,73.63
2008,244531,0.58,0.73,0.14,19.47,40.55,5.0
2014,123975,0.94,0.6,0.31,53.73,53.06,40.5
2006,20039,0.03,0.11,0.36,95.07,84.0,84.88
2010,215810,0.47,0.98,0.71,29.69,44.13,5.0
2004,188116,0.42,0.09,0.95,42.77,45.9,8.45
2020,115123,0.83,0.27,0.28,65.94,54.95,42.05
2024,34196,0.58,0.66,0.1,78.26,85.83,82.71
2013,27913,0.19,0.8,0.43,83.99,83.2,71.11
2018,167188,0.94,0.62,0.89,44.43,49.54,11.55
2002,19202,0.08,0.92,0.19,76.81,98.48,87.39
2003,249803,0.92,0.19,0.82,28.23,34.82,5.0
2010,155224,0.98,0.98,0.66,34.81,48.61,28.09
2000,130719,0.37,0.82,0.58,47.74,63.37,35.12
2008,41083,0.47,0.59,0.15,83.58,80.11,83.85
2005,36843,0.11,0.79,0.79,78.77,86.96,74.23
2017,22308,0.88,0.16,0.48,97.39,78.52,80.34
2006,181867,0.74,0.27,0.77,41.46,49.84,11.03
2010,232505,0.97,0.42,0.57,32.65,22.91,5.0
2016,25271,0.39,0.97,0.97,69.45,83.97,74.41
2022,69084,0.49,0.06,0.71,89.55,77.32,60.51
2001,206639,0.8,0.77,0.47,23.43,39.3,11.17
2017,80634,0.2,0.67,0.37,67.55,77.18,71.24
2016,23317,0.25,0.44,0.89,88.05,92.83,74.66
2015,234242,0.41,0.84,0.86,18.82,28.36,5.0
2009,188360,0.16,0.72,0.5,40.47,53.68,17.45
2010,52533,0.79,0.14,0.81,78.02,81.86,60.67
2001,164741,0.31,0.06,0.5,51.87,53.1,14.77
2009,223564,0.81,0.89,0.06,22.34,25.44,10.11
2014,185318,0.88,0.68,0.59,32.94,41.96,19.2
2014,30781,0.71,0.17,0.72,89.19,90.39,84.08
2015,34712,0.72,0.99,0.35,73.17,78.42,75.24
2021,157494,0.26,0.76,0.81,42.5,47.47,17.26
2020,34412,0.85,0.39,0.63,88.62,90.02,80.15
2010,55650,0.6,0.79,0.79,70.16,72.53,63.15
2001,112296,0.57,0.25,0.13,67.33,70.64,57.81
2004,65575,0.13,0.64,0.26,83.29,78.19,69.77
2024,101092,0.67,0.61,0.85,59.74,68.29,38.06
2006,234078,0.9,0.02,0.69,26.57,24.24,5.0
2010,87176,0.79,0.52,0.0,69.13,59.27,70.75
2011,121682,0.25,0.74,0.06,48.64,70.81,47.52
2015,49639,0.12,0.73,0.2,80.6,87.75,74.59
2001,220820,0.37,0.6,0.45,32.63,38.44,5.0
2002,218244,0.58,0.43,0.82,24.83,42.66,5.0
2002,41469,0.62,0.8,0.11,73.67,82.07,84.59
2016,196093,0.72,0.81,0.08,25.19,45.69,18.67
2013,15596,0.65,0.8,0.16,89.03,90.02,90.22
2015,186502,0.17,0.39,0.78,38.72,49.83,8.63
2012,160376,0.95,0.82,0.19,42.94,48.82,34.45
2021,226031,0.98,0.95,0.37,22.43,21.73,5.0
2014,170754,0.57,0.16,0.49,57.4,48.79,20.01
2017,149693,0.75,0.91,0.31,34.7,54.74,32.9
2007,57823,0.58,0.38,0.08,77.09,79.81,79.89
2018,121474,0.02,0.48,0.19,53.8,68.01,39.92
2011,167710,0.0,0.44,0.55,50.42,44.32,28.24
2024,68358,0.36,0.69,0.81,68.18,85.72,62.31
2017,142913,0.95,0.81,0.73,56.08,52.11,24.89
2003,227481,0.47,0.4,0.36,17.4,31.79,5.0
2009,36704,0.62,0.13,0.1,89.48,87.13,82.37
2008,246120,0.66,0.03,0.79,29.59,24.79,5.0
2022,162393,0.01,0.27,0.78,52.22,68.1,27.33
2013,6196,0.64,0.54,0.87,95.8,98.61,80.99
2020,140584,0.85,0.11,0.4,57.23,55.32,36.36
2008,63645,0.52,0.25,0.44,70.79,84.13,55.34
2020,123450,0.6,0.29,0.4,57.99,63.77,51.73
2007,244491,0.28,0.62,0.7,17.42,38.19,5.0
2000,225186,0.92,0.38,0.81,28.65,31.63,5.0
2005,22125,0.7,0.04,0.37,85.07,86.61,80.23
2005,118308,0.15,0.81,0.15,51.58,68.93,50.92
2005,103030,0.58,0.03,0.69,65.25,63.84,49.96
2023,211674,0.78,0.99,0.66,22.35,39.63,5.0
2021,165015,0.37,0.22,0.11,51.77,49.01,34.79
2019,93011,0.16,0.53,0.5,66.66,69.37,53.43
2018,65135,0.85,0.26,0.43,79.86,66.4,65.75
2004,176597,0.65,0.34,0.17,43.25,50.25,28.82
2006,6989,0.01,0.28,0.18,100.0,100.0,96.74
2010,209544,0.42,0.57,0.71,31.88,42.65,5.0
2007,149071,0.85,0.86,0.51,49.49,48.94,18.49
2021,212681,0.64,0.62,0.78,25.35,36.14,5.0
2015,137476,0.27,0.04,0.74,60.66,63.07,25.23
2000,233358,0.3,0.27,0.52,31.22,41.05,5.0
