year,mileage,temp_scale,habit_scale,idle_scale,bat_wellness,alt_wellness,sta_wellness
2002,105441,0.14,0.09,0.03,5.0,72.36,41.87
2009,179669,0.08,0.55,0.86,5.0,51.16,35.56
2017,6439,0.8,0.03,0.96,28.12,78.6,80.77
2024,228589,0.7,0.61,0.46,73.18,32.03,72.07
2007,161119,0.94,0.51,0.65,5.0,41.94,40.05
2023,52043,0.76,0.94,0.64,62.08,78.63,73.28
2021,210209,0.44,0.8,0.02,60.12,14.13,62.06
2003,41844,0.28,0.16,0.07,5.0,74.45,36.09
2023,116753,0.77,0.48,0.5,64.2,54.67,77.67
2010,42763,0.88,0.71,0.49,5.07,72.23,50.62
2008,37538,0.37,0.56,0.77,6.58,68.54,49.4
2004,62810,0.94,0.52,0.56,5.0,67.5,36.2
2020,237307,0.42,0.01,0.09,50.25,41.16,69.72
2005,162572,0.14,0.65,0.49,5.0,54.82,22.08
2023,115306,0.62,0.89,0.23,68.38,53.1,62.34
2004,1737,0.32,0.36,0.08,5.0,99.79,36.23
2018,102041,0.1,0.46,0.51,53.17,55.76,70.81
2012,1379,0.47,0.16,0.29,24.19,83.34,70.44
2009,151798,0.77,0.22,0.56,5.0,47.42,52.43
2009,13424,0.5,0.43,0.34,5.0,90.39,44.15
2024,72813,0.63,0.46,0.51,72.55,64.09,77.37
2018,245361,0.74,0.94,0.66,34.19,26.7,42.49
2023,64437,0.94,0.47,0.47,67.68,71.79,89.01
2016,123890,0.76,0.13,0.61,19.21,62.99,63.69
2022,75116,0.61,0.51,0.79,67.07,61.37,92.34
2021,12317,0.18,0.55,0.13,69.6,89.51,75.12
2016,98730,0.16,0.45,0.68,44.39,58.63,56.35
2003,178993,0.19,0.53,0.97,5.0,33.86,16.8
2015,63671,0.43,0.38,0.64,39.15,71.51,65.11
2003,206275,0.99,0.25,0.87,5.0,32.83,22.53
2022,243838,0.97,0.79,0.97,46.9,17.6,64.62
2017,56457,0.19,0.03,0.03,47.41,86.75,74.05
2021,236511,0.72,0.0,0.13,44.55,27.91,76.37
2020,68934,0.06,0.58,0.96,59.61,67.52,67.76
2020,53108,0.6,0.04,0.51,62.52,72.27,84.96
2002,120370,0.76,0.98,0.3,5.0,49.04,22.26
2015,167117,0.89,0.25,0.86,16.16,29.75,55.58
2018,138807,0.31,0.33,0.31,52.65,62.59,63.42
2021,45650,0.64,0.49,0.24,65.4,72.6,75.03
2000,214416,0.94,0.73,0.58,5.0,22.11,12.66
2024,60023,0.48,0.9,0.46,77.07,78.17,83.2
2020,10966,0.23,0.9,0.12,62.71,95.28,72.33
2015,15871,0.86,0.39,0.27,27.92,84.27,64.45
2006,235341,0.67,0.01,0.22,5.0,43.35,37.76
2011,42035,0.01,0.7,0.54,23.08,80.17,55.77
2003,46708,0.24,0.59,0.21,5.0,84.73,35.17
2024,54422,0.52,0.85,0.88,68.66,72.4,73.61
2012,137755,0.78,0.18,0.11,20.26,55.46,60.41
2004,115243,0.03,0.91,0.25,5.0,73.32,31.58
2004,14102,0.77,0.73,0.08,5.0,90.89,39.16
2023,148275,0.72,0.9,0.65,66.26,43.55,72.78
2000,240426,0.35,0.2,0.32,5.0,43.33,5.0
2010,143042,0.27,0.26,0.44,12.2,45.62,50.4
2002,153054,0.33,0.58,0.83,5.0,40.09,20.23
2021,130400,0.64,0.93,0.95,57.3,45.09,64.1
2004,137839,0.49,0.66,0.57,5.0,6.04,26.6
2022,233546,0.5,0.3,0.1,59.21,28.98,72.89
2002,221306,0.91,0.44,0.28,5.0,29.5,21.11
2013,44815,0.91,0.64,0.53,23.59,75.77,52.34
2019,15901,0.48,0.47,0.87,56.74,87.03,74.31
2010,206464,0.19,0.63,0.45,10.61,43.48,37.18
2009,191608,0.54,0.43,0.08,5.0,46.42,40.57
2023,226578,0.91,0.31,0.1,59.09,31.46,76.68
2009,112125,0.79,0.43,0.89,5.0,57.52,41.89
2004,51166,0.08,0.74,0.39,5.0,75.33,29.77
2020,234871,0.19,0.69,0.81,49.17,26.43,63.18
2024,107424,0.02,0.26,0.78,85.87,59.02,75.59
2004,23512,0.51,0.45,0.32,5.0,81.12,41.77
2015,59506,0.66,0.39,0.99,31.4,61.33,68.12
2007,96878,0.03,0.22,0.8,5.0,60.46,48.7
2006,182230,0.33,0.59,0.8,5.0,33.57,30.12
2022,180067,0.72,0.34,0.74,65.29,36.52,74.53
2008,208276,0.65,0.73,0.89,5.0,31.73,28.92
2016,24653,0.91,0.7,0.18,34.18,84.18,64.16
2018,226350,0.41,0.76,0.53,37.37,36.09,53.27
2019,115742,0.74,0.21,0.81,43.78,49.89,73.76
2004,104469,0.65,0.12,0.91,5.0,57.14,33.39
2013,210426,0.86,0.62,0.34,19.21,39.52,40.9
2012,198831,0.29,0.55,0.27,18.45,41.29,51.11
2017,61117,0.13,0.43,0.87,55.8,67.25,74.84
2001,40274,0.23,0.99,0.14,5.0,87.34,15.62
2002,84364,0.28,0.91,0.8,5.0,67.39,10.33
2012,73965,0.84,0.6,0.02,11.53,63.28,48.11
2005,91456,0.01,0.48,0.55,5.0,63.79,34.96
2001,127335,0.46,0.53,0.88,5.0,52.21,22.99
2007,208079,0.74,0.33,0.26,5.0,38.3,42.94
2012,75363,0.57,0.65,0.45,14.05,75.81,52.22
2023,139987,0.15,0.8,0.91,80.18,49.09,71.34
2004,101156,0.29,0.84,0.89,5.0,51.48,27.5
2003,39264,0.27,1.0,0.87,5.0,76.16,24.13
2002,164670,0.69,0.79,0.64,5.0,48.69,10.06
2002,223030,0.57,0.24,0.11,5.0,30.04,14.82
2000,161954,0.0,0.49,0.47,5.0,64.34,7.75
2019,50989,0.75,0.42,0.76,40.23,71.81,62.88
2002,249941,0.17,0.79,0.29,5.0,37.3,18.5
2014,232345,0.06,0.29,0.55,31.98,37.84,59.91
2009,179056,0.53,0.78,0.69,5.0,49.06,31.91
2018,121041,0.14,0.95,0.89,50.81,55.63,67.6
2002,124407,0.54,0.68,0.35,5.0,53.49,20.71
2012,39437,0.27,0.97,0.06,18.14,88.72,52.64
2012,19124,0.55,0.88,0.57,17.64,82.19,48.97
2000,53155,0.59,0.06,0.04,5.0,78.66,26.85
2004,115710,0.28,0.62,0.24,5.0,61.92,32.38
2014,78365,0.98,0.93,0.9,7.35,55.18,50.49
2024,183256,0.45,0.49,0.92,70.16,38.83,76.26
2017,36527,0.37,0.95,0.47,39.09,71.81,66.86
2020,95890,0.81,0.11,0.57,46.65,52.16,78.99
2001,77477,0.31,0.48,0.35,5.0,76.34,24.34
2005,32024,0.75,0.54,0.57,5.0,84.15,35.51
2004,22811,0.96,0.77,0.67,5.0,81.51,24.49
2008,136624,0.99,0.48,0.41,5.0,46.37,32.93
2023,222819,0.65,0.15,0.01,61.41,37.2,69.46
2005,128039,0.52,0.6,0.68,5.0,63.37,30.86
2003,43012,0.66,0.3,0.36,5.0,79.76,30.68
2013,55852,0.79,0.35,0.01,15.73,75.86,64.36
2001,161093,0.25,0.5,0.7,5.0,64.57,13.57
2016,166818,0.17,0.43,0.03,40.06,68.55,56.67
2003,189107,0.4,0.93,0.97,5.0,38.58,14.7
2010,246893,0.13,0.71,0.19,5.0,37.02,40.01
2023,147708,0.48,0.87,0.67,68.84,57.31,69.32
2024,96864,0.22,0.87,0.68,83.23,58.19,75.97
2023,180099,0.45,0.23,0.82,71.04,35.26,81.99
2001,237074,0.52,0.65,0.9,5.0,20.63,18.92
2010,237688,0.97,0.06,0.91,5.0,26.06,44.81
2009,26237,0.16,0.14,0.82,11.35,85.39,55.64
2014,18012,0.33,0.47,0.44,23.4,82.67,68.28
2009,83791,0.73,0.69,0.45,5.0,64.16,43.76
2022,140543,0.61,0.53,0.08,63.68,50.1,75.57
2008,150725,0.64,0.82,0.27,5.0,49.14,34.23
2007,81559,0.51,0.39,0.43,5.0,69.56,37.05
2014,160160,0.0,0.27,0.59,33.15,52.63,47.4
2022,81884,0.23,0.46,0.42,78.9,64.97,82.29
2003,188739,0.49,0.74,0.2,5.0,42.35,13.3
2006,118897,0.61,0.7,0.74,5.0,45.52,30.35
2003,117886,0.32,0.9,0.36,5.0,62.6,20.33
2007,228691,0.19,0.7,0.14,5.0,46.59,24.25
2015,36356,0.97,0.87,0.96,25.23,67.28,48.36
2024,170945,0.18,0.14,0.89,72.08,47.15,73.33
2001,135354,0.54,0.87,0.01,5.0,73.52,9.63
2009,111841,0.15,0.29,0.17,5.0,71.05,45.84
2007,62146,0.69,0.47,0.38,5.0,74.17,43.23
2020,13056,0.0,0.54,0.5,75.36,93.04,84.75
2014,104994,0.03,0.83,0.86,42.45,60.05,54.17
2014,225705,0.34,0.87,0.46,16.44,36.18,49.1
2009,145616,0.27,0.08,0.17,5.0,52.76,48.89
2015,117346,0.53,0.18,0.66,21.76,64.11,63.2
2012,64457,0.77,0.76,0.44,10.77,64.31,45.95
2014,246331,0.86,0.14,0.78,10.49,22.47,50.65
2016,112090,0.96,0.71,0.16,35.26,57.86,61.83
2005,163801,0.66,0.43,0.97,5.0,32.67,30.78
2011,192928,0.58,0.17,0.42,10.5,36.97,49.09
2012,136841,0.98,0.57,0.24,6.64,52.65,49.53
2007,62471,0.47,0.38,0.97,5.0,66.0,43.57
2011,64705,0.15,0.02,0.89,29.39,61.11,65.33
2006,206258,0.77,0.57,0.74,5.0,27.48,29.04
2011,80444,0.06,0.61,0.61,28.87,73.5,35.3
2019,207633,0.43,0.5,0.82,47.97,33.11,62.52
2023,152029,0.63,0.99,0.01,62.96,55.86,68.23
2020,49889,0.68,0.92,0.41,47.16,64.84,62.63
2008,107515,0.17,0.71,0.05,5.0,78.05,34.39
2014,97369,0.15,0.97,0.04,28.03,74.14,44.75
2021,212429,0.07,0.68,0.52,70.41,41.52,66.05
2021,213019,0.85,0.85,0.6,42.69,28.13,63.71
2000,145625,0.6,0.99,0.87,5.0,43.42,6.31
2000,242824,0.84,0.03,0.53,5.0,24.85,22.59
2022,179311,0.88,0.48,0.01,48.49,36.84,72.32
2020,102883,0.46,0.91,0.91,61.01,47.41,70.58
2004,199997,0.27,0.52,0.12,5.0,41.61,22.08
2024,53027,0.02,0.91,0.76,83.29,77.82,67.07
2010,239258,0.89,0.31,0.3,5.0,28.51,51.84
2011,42488,0.32,0.86,0.46,21.93,81.25,46.17
2005,165293,0.35,0.91,0.99,5.0,34.68,23.08
2005,109315,0.11,0.04,0.98,5.0,59.25,40.39
2000,58576,0.44,0.14,0.1,5.0,77.1,27.29
2020,51569,0.97,0.82,0.94,58.12,52.06,64.73
2000,165822,0.18,0.15,0.85,5.0,42.32,22.26
2017,136023,0.49,0.34,0.56,35.05,55.77,61.31
2008,155588,0.02,0.97,0.92,6.56,48.88,30.16
2001,144656,0.92,0.97,0.54,5.0,38.23,11.95
2005,237452,0.71,0.39,0.36,5.0,28.4,24.86
2001,58763,0.65,0.54,0.65,5.0,66.69,18.74
2010,6806,0.6,0.99,0.37,8.76,80.51,52.43
2021,147540,0.15,0.67,0.33,69.18,58.84,65.35
2017,176588,0.02,0.97,0.12,43.41,55.32,61.34
2020,979,0.96,0.4,0.52,47.47,86.06,73.8
2018,143300,0.64,0.37,0.24,38.32,50.45,70.38
2009,190257,0.71,0.44,0.98,5.0,31.57,32.28
2009,213348,0.11,0.56,0.61,5.0,34.31,32.21
2012,84085,0.27,0.92,0.94,22.62,59.83,53.63
2023,248671,0.93,0.95,0.36,49.16,22.08,68.11
2002,178772,0.7,0.75,0.28,5.0,48.66,22.16
2014,35564,0.81,0.12,0.37,29.8,73.37,65.67
2010,32476,0.89,0.7,0.53,5.0,67.31,47.13
2007,87958,0.61,0.37,0.02,5.0,73.77,40.77
2022,169893,0.71,0.83,0.26,65.07,45.8,76.79
2014,179093,0.37,0.16,0.24,28.29,56.44,61.04
2005,154041,0.57,0.33,0.25,5.0,48.36,32.39
2012,156520,0.59,0.84,0.43,22.08,53.6,35.32
2021,25861,0.19,0.99,0.23,76.55,88.72,67.06
2015,233484,0.73,0.17,0.89,30.42,20.17,57.51
2010,100942,0.39,0.62,0.26,11.02,67.2,42.51
2001,162453,0.02,0.81,0.5,5.0,50.23,8.97
2015,146506,0.07,0.15,0.54,31.45,57.88,60.36
2000,99372,0.99,0.43,0.27,5.0,54.2,24.03
2011,131458,0.67,0.55,0.18,9.95,56.04,41.3
2021,153711,0.51,0.92,0.16,64.77,48.99,56.23
2019,195625,0.85,0.39,0.33,40.97,38.75,66.6
2020,2020,0.88,0.19,0.03,52.4,94.94,81.33
2011,185520,0.72,0.3,0.48,6.44,39.05,48.75
2001,69006,0.43,0.62,0.43,5.0,69.61,21.85
2006,231875,0.03,0.53,0.98,5.0,30.36,24.46
2001,98321,0.72,0.23,0.5,5.0,65.99,33.17
2007,59119,1.0,0.78,0.79,5.0,63.74,40.27
2022,168890,0.32,0.91,0.3,61.18,51.08,63.33
2001,17232,0.28,0.22,0.83,5.0,69.39,34.47
2007,159951,0.94,0.5,0.87,5.0,35.61,33.06
2004,76747,0.11,0.86,0.85,5.0,67.38,21.45
2022,43437,0.95,0.88,0.66,58.55,71.29,67.25
2004,130645,0.62,0.92,0.09,5.0,59.7,25.41
2017,120729,0.86,0.88,0.44,33.32,57.62,57.89
2017,207157,0.64,0.79,0.89,39.06,26.8,48.09
2022,152339,0.52,0.68,0.7,57.57,49.02,76.59
2015,221490,0.45,0.37,0.15,31.5,46.11,47.53
2020,198338,0.84,0.94,0.33,41.62,41.61,48.79
2019,180455,0.61,0.88,0.77,42.02,37.66,57.48
2009,230578,0.95,0.42,0.51,5.0,20.62,41.12
2019,242438,0.29,0.32,0.5,47.59,25.71,62.12
2010,212967,0.48,0.76,0.76,5.0,32.31,35.5
2022,71165,0.79,0.32,0.55,50.87,60.57,82.4
2019,89626,0.67,0.34,0.08,48.11,71.14,68.33
2000,12900,0.63,0.18,0.73,5.0,77.64,32.2
2000,241174,0.92,0.8,0.25,5.0,32.64,7.95
2022,247392,0.62,0.69,0.65,61.51,12.56,65.55
2009,30793,0.45,0.26,0.64,5.0,77.1,53.25
2006,169941,0.09,0.88,0.24,5.0,57.14,20.47
2024,146973,0.76,0.99,0.1,62.94,46.53,70.8
2005,7302,0.6,0.97,0.54,5.0,87.45,30.05
2004,89001,0.47,0.62,0.7,5.0,68.36,21.7
2004,170649,0.53,0.18,0.33,5.0,46.67,23.06
2005,215575,0.01,0.6,0.89,5.0,39.38,20.85
2004,183875,0.07,0.72,0.99,5.0,34.84,18.37
2022,246129,0.08,0.97,0.17,63.99,32.09,67.38
2013,119003,0.83,0.33,0.96,13.31,54.24,52.92
2017,233831,0.54,0.36,0.8,48.68,23.74,61.18
2003,241154,0.95,0.54,0.83,5.0,6.49,30.15
2006,221548,0.42,0.98,0.33,5.0,33.55,21.55
2013,4022,0.33,0.57,0.5,28.4,96.59,54.29
2015,193926,0.58,0.08,0.19,31.93,40.14,57.21
2010,121604,0.69,0.11,0.31,7.24,54.79,42.63
2021,142380,0.05,0.34,0.68,72.21,51.72,80.8
2001,127876,0.79,0.49,0.87,5.0,13.68,25.59
2021,47252,0.11,0.98,0.06,65.9,81.55,74.19
2012,194720,0.37,0.96,0.7,18.23,31.44,44.72
2009,142276,0.87,0.93,0.94,5.0,42.37,27.77
2019,170742,0.41,0.59,0.9,47.14,34.62,62.07
2010,73883,0.39,0.47,0.62,8.04,69.68,50.37
2014,86618,0.2,0.89,0.76,23.47,63.72,45.2
2008,68341,0.12,0.34,0.24,5.0,88.69,33.8
2023,23959,0.15,0.49,0.29,81.58,80.73,83.61
2023,73860,0.59,0.33,0.08,74.72,66.93,83.51
2018,212379,0.91,0.01,0.29,30.05,26.96,66.98
2021,1228,0.93,0.48,0.62,64.92,75.81,88.14
2008,114381,0.87,0.29,0.56,5.0,53.55,51.7
2006,105407,0.68,0.97,0.49,5.0,61.16,26.62
2021,25829,0.02,0.52,0.9,74.26,86.49,77.52
2017,145586,0.75,0.69,0.85,34.75,47.16,53.44
2008,81229,0.91,0.87,0.59,5.0,14.32,53.71
2021,69537,0.07,0.1,0.21,77.69,13.38,75.99
2006,224221,0.84,0.68,0.2,5.0,29.17,32.03
2016,210453,0.08,0.42,0.31,35.2,39.33,54.76
2005,209174,0.53,0.82,0.13,5.0,32.37,21.1
2005,40886,0.31,0.26,0.04,5.0,88.44,41.22
2023,229372,0.24,0.33,0.35,80.2,37.22,64.54
2011,86901,0.04,0.09,0.46,11.24,76.07,62.14
2012,110829,0.92,0.84,0.01,6.5,66.55,34.03
2018,48867,0.08,0.29,0.13,58.01,78.74,62.32
2021,41887,0.55,0.88,0.36,61.46,71.93,72.75
2002,68089,0.94,0.16,0.94,5.0,53.84,32.5
2018,37779,0.42,0.96,0.0,44.4,86.42,60.53
2004,227324,0.44,0.66,0.99,5.0,31.0,20.7
2016,83670,0.1,0.82,0.22,45.48,69.87,53.45
2019,142049,0.22,0.0,0.95,55.93,49.5,75.96
2013,71480,0.22,0.24,0.13,24.27,82.0,59.02
2007,9863,0.26,0.27,0.51,5.0,100.0,49.99
2015,160257,0.26,0.02,0.34,26.76,50.65,71.06
2012,190566,0.78,0.21,0.53,5.0,34.26,41.61
2012,136018,0.99,0.67,0.39,5.0,47.67,45.14
2019,102684,0.05,0.29,0.56,69.7,69.32,68.3
2003,46724,0.89,0.08,0.81,5.0,76.5,40.63
2014,128511,0.0,0.87,0.24,32.16,67.8,38.96
2005,95506,0.74,0.71,0.98,5.0,54.94,20.13
2019,132527,0.43,0.43,0.26,49.82,58.06,68.44
2002,126667,0.49,0.03,0.77,5.0,54.02,34.63
2022,69136,0.34,0.04,0.67,66.77,69.01,80.86
2011,212322,0.37,0.2,0.29,17.27,38.08,51.12
2021,81171,0.36,0.56,0.93,66.51,56.65,73.62
2021,178772,0.13,0.26,0.23,72.66,41.22,68.8
2006,68330,0.9,0.94,0.26,5.0,70.73,35.51
2013,220260,0.75,0.91,0.92,14.65,23.34,38.31
2000,164476,0.27,0.41,0.35,5.0,52.49,10.1
2011,176941,0.56,0.12,0.18,10.66,45.24,57.86
2015,113241,0.49,0.63,0.49,38.2,61.94,52.48
2014,165979,0.47,0.9,0.81,18.94,60.13,46.36
2008,232009,0.78,0.19,0.63,5.0,27.15,41.24
2023,194443,0.88,0.01,0.73,60.99,28.87,75.84
2022,206221,0.93,0.73,0.36,61.93,38.35,80.12
2009,96945,0.19,0.16,0.59,11.24,63.07,51.48
2015,199771,0.28,0.93,0.73,35.84,35.21,45.36
2004,75610,0.46,0.85,0.31,5.0,66.83,26.23
2022,80598,0.3,0.59,0.45,77.68,78.89,71.5
2018,228877,0.27,0.01,0.9,36.86,23.72,68.53
2000,34715,0.91,0.03,0.18,5.0,75.72,31.97
2016,135621,0.57,0.4,0.51,35.61,50.2,52.43
2020,33353,0.03,0.36,0.35,59.33,89.78,77.3
2021,166440,1.0,0.33,0.61,48.12,37.16,76.15
2018,218644,0.38,0.3,0.75,49.64,27.21,52.09
2001,142093,0.16,0.0,0.18,5.0,62.62,37.93
2014,187214,0.55,0.7,0.27,19.39,51.95,46.75
2002,50803,0.71,0.83,0.14,5.0,71.89,27.02
2014,76789,0.51,0.99,0.99,26.27,53.75,53.45
2017,100544,0.27,0.74,0.26,43.57,66.83,50.89
2004,88696,0.41,0.0,0.46,5.0,68.71,38.67
2009,170552,0.65,0.85,0.49,5.0,38.23,34.14
2010,206061,0.02,0.55,0.9,10.01,37.83,46.4
2006,95635,0.76,0.26,0.15,5.0,71.99,40.59
2002,19720,0.85,0.11,0.49,5.0,85.37,49.58
2003,201800,0.13,0.15,0.01,5.0,42.09,26.21
2015,130358,0.34,0.64,0.5,41.87,59.79,57.83
2015,161958,0.52,0.87,0.95,28.05,36.01,42.85
2010,184206,0.16,0.21,0.69,12.34,48.65,43.49
2011,12282,0.54,0.55,0.43,14.72,79.2,60.73
2024,207523,0.63,0.71,0.41,77.3,35.83,77.18
2005,154982,0.92,0.98,0.49,5.0,45.28,18.33
2012,169821,0.14,0.11,0.39,16.93,49.78,52.96
2005,242772,0.78,0.07,0.32,5.0,28.87,25.41
2009,156932,0.93,0.23,0.48,5.0,44.01,46.24
2008,105438,0.54,0.6,0.55,5.0,61.35,37.21
2020,90556,0.98,0.05,0.99,45.21,49.81,79.22
2015,194642,0.16,0.5,0.65,31.51,41.64,53.56
2022,196958,0.44,0.16,0.01,66.49,54.49,80.02
2007,28097,0.94,0.97,0.94,5.0,65.67,44.39
2005,128225,0.75,0.19,0.45,5.0,58.48,30.3
2006,73197,0.85,0.55,0.6,5.0,63.64,35.75
2003,84585,0.81,0.99,0.98,5.0,61.57,30.65
2002,155073,0.34,0.4,0.84,5.0,51.68,25.29
2011,24322,0.97,0.86,0.81,5.0,81.76,54.32
2019,134599,0.19,0.52,0.83,60.52,50.63,66.6
2007,3474,0.08,0.89,0.23,5.0,94.21,51.82
2001,232870,0.07,0.63,0.83,5.0,28.28,17.64
2020,66144,0.58,0.28,0.68,52.88,9.5,79.12
2018,6388,0.54,0.93,0.17,47.05,92.65,73.4
2006,169665,0.06,0.45,0.99,5.0,45.65,32.76
2014,199900,0.06,0.99,0.66,30.86,42.55,41.55
2019,131291,0.56,0.7,0.74,45.93,46.94,56.55
2002,58482,0.76,0.36,0.85,5.0,69.7,31.01
2020,69237,0.73,0.7,0.46,53.62,65.92,56.47
2009,172020,0.91,0.11,0.63,5.0,45.51,52.98
2011,155888,0.7,0.23,0.98,17.25,36.89,56.37
2012,224162,0.04,0.04,0.2,26.84,34.46,57.93
2018,104068,0.32,0.1,0.63,42.69,69.88,67.42
2018,238439,0.53,0.45,0.79,38.44,28.67,57.5
2021,84393,0.51,0.86,0.93,60.75,61.62,71.97
2005,201789,0.68,0.45,0.49,5.0,33.68,23.66
2004,137445,0.39,0.8,0.62,5.0,50.01,26.75
2003,45258,0.58,0.58,0.44,5.0,80.4,27.84
2011,97074,0.7,0.61,0.71,10.09,50.61,52.28
2022,108230,0.76,0.85,0.16,61.77,56.73,71.48
2012,46417,0.08,0.1,0.21,24.38,84.99,59.03
2022,226418,0.15,0.22,0.79,63.05,35.43,74.14
2021,219199,0.32,0.36,0.98,64.78,30.01,69.42
2017,223821,0.58,0.94,0.45,35.21,34.4,41.0
2007,65948,0.43,0.26,0.95,5.0,72.11,45.45
2003,28944,0.36,0.51,0.19,5.0,85.55,32.64
2023,129092,0.45,0.47,0.0,71.31,68.33,74.93
2024,216390,0.14,0.58,0.71,81.54,30.45,58.96
2023,227564,0.85,0.18,0.29,65.86,22.61,73.45
2022,45087,0.71,0.73,0.48,67.19,69.52,75.28
2004,171263,0.85,0.14,0.71,5.0,36.11,28.01
2005,105881,0.83,0.92,0.44,5.0,50.48,22.53
2006,224179,0.04,0.94,0.5,5.0,35.2,14.78
2007,35700,0.04,0.5,0.42,5.0,81.55,36.38
2013,51730,0.84,0.78,0.78,11.3,74.32,43.57
2020,201593,0.21,0.15,0.03,55.29,43.96,63.12
2011,240605,0.94,0.23,0.1,5.0,24.73,46.33
2017,19510,0.82,0.34,0.31,36.53,78.62,68.06
2002,205830,0.04,0.12,0.26,5.0,51.6,27.54
2023,163375,0.07,0.25,0.13,77.33,65.26,78.43
2010,98768,0.44,0.66,0.2,16.02,65.43,45.35
2017,5204,0.9,0.78,0.34,36.62,83.56,57.93
2010,14788,0.88,0.18,0.64,5.0,69.2,59.36
2002,197382,0.96,0.13,0.69,5.0,20.19,26.26
2004,116236,0.04,0.52,0.19,5.0,72.08,27.27
2010,3009,0.16,0.42,0.44,17.62,92.59,62.57
2000,35260,0.51,0.44,0.39,5.0,78.87,23.47
2021,206857,0.15,0.39,0.12,73.22,44.04,53.65
2006,93363,0.28,0.9,0.98,5.0,55.26,29.1
2007,183652,0.54,0.97,0.51,5.0,34.1,24.6
2021,22667,0.11,0.09,0.81,77.97,77.98,80.89
2022,50912,0.86,0.45,0.74,48.13,63.18,76.0
2012,214128,0.52,0.59,0.0,7.97,38.79,34.89
2018,125396,0.58,0.57,0.26,50.3,56.55,59.58
2007,123434,0.84,0.37,0.79,5.0,42.65,37.26
2010,177838,0.4,0.36,0.74,7.1,39.52,46.29
2017,46755,0.63,0.68,0.28,47.0,70.52,55.94
2008,56382,0.95,0.21,0.8,5.0,65.23,52.61
2024,104064,0.63,0.61,0.08,73.73,64.77,72.19
2016,127339,0.86,0.54,0.5,26.42,52.66,57.48
2018,86626,0.19,0.95,0.75,58.92,63.53,52.59
2000,42913,0.19,0.48,0.11,5.0,95.96,23.54
2023,211643,0.96,0.41,0.38,49.05,22.12,70.65
2004,47733,0.76,0.98,0.19,5.0,71.86,16.48
2006,213893,0.61,0.41,0.08,5.0,35.78,33.65
2005,72787,0.73,0.91,0.78,5.0,64.69,25.53
2022,139250,0.36,0.73,0.56,62.29,57.76,72.35
2008,28880,0.01,0.16,0.65,10.41,82.33,51.23
2001,248114,0.85,0.0,0.68,5.0,15.44,10.89
2002,208263,0.66,0.03,0.37,5.0,39.16,14.35
2024,212309,0.61,0.28,0.35,70.5,35.09,74.59
2014,98612,0.78,0.16,0.03,21.24,62.88,66.21
2007,73080,0.85,0.36,0.11,5.0,73.27,40.05
2002,228628,0.95,0.56,0.1,5.0,32.86,21.87
2002,78998,0.52,0.35,0.77,5.0,71.62,25.3
2021,152899,0.4,0.76,0.07,66.35,57.86,61.57
2001,227497,0.48,0.38,0.5,5.0,10.36,17.82
2022,120286,0.84,0.15,0.99,61.67,45.94,78.62
2023,102315,0.57,0.4,0.88,56.72,54.19,90.38
2021,204634,0.92,0.77,0.22,47.34,34.8,63.77
2014,15116,0.63,0.34,0.4,31.2,92.82,68.2
2000,245821,0.55,0.51,0.46,5.0,28.62,7.47
2023,97015,0.4,0.13,0.55,68.39,59.87,84.51
2010,22984,0.87,0.09,0.04,5.97,88.76,56.58
2009,101620,0.84,0.08,0.28,5.0,62.67,60.19
2022,71081,0.15,0.31,0.71,76.11,77.27,79.81
2024,198065,0.1,0.99,0.39,78.29,43.41,61.8
2009,243431,0.55,0.63,0.52,5.0,31.36,20.64
2007,131877,0.43,0.29,0.03,5.0,65.45,38.16
2020,219029,0.88,0.14,0.46,47.6,30.77,56.55
2005,144375,0.84,0.71,0.11,5.0,57.83,21.45
2016,181336,0.1,0.4,0.92,39.16,35.26,54.98
2005,224300,0.64,0.91,0.13,5.0,31.52,26.79
2020,7613,0.69,0.31,0.33,57.55,93.51,77.16
2017,79836,0.6,0.02,0.49,42.56,76.04,65.97
2013,150131,0.31,0.6,0.27,24.37,59.74,48.68
2024,161726,0.92,0.79,0.81,56.76,37.92,72.62
2016,99683,0.21,0.28,0.67,45.26,59.89,64.33
2024,207234,0.79,0.8,0.05,69.75,31.34,64.04
2024,229138,0.55,0.3,0.94,62.82,29.64,71.43
2001,168034,0.05,0.21,0.69,5.0,51.89,26.63
2008,228636,0.06,0.04,0.67,5.0,34.09,31.78
2021,180618,0.35,0.43,0.93,67.51,31.37,72.13
2006,192127,0.53,0.57,0.36,5.0,39.68,25.87
2019,206713,0.46,0.23,0.32,44.23,46.77,66.76
2011,1904,1.0,0.03,0.22,5.83,96.7,53.89
2001,180589,0.62,0.38,0.74,5.0,37.14,15.32
2020,188617,0.11,0.21,0.5,51.95,53.86,73.08
2001,228908,0.23,0.53,0.7,5.0,35.61,16.96
2017,220632,0.84,0.38,0.93,30.11,17.85,55.08
2022,39289,0.09,0.19,0.64,89.71,85.27,80.07
2017,147792,0.27,0.48,0.62,37.05,51.62,63.74
2020,33249,0.16,0.02,0.32,56.81,87.57,86.74
2013,238559,0.96,0.52,0.46,8.26,25.5,44.37
2008,92419,0.56,0.12,0.92,5.0,61.16,48.24
2003,3069,0.29,0.77,0.48,5.0,94.37,32.53
2003,80116,0.84,0.7,0.77,5.0,60.79,38.18
2001,88723,0.57,0.47,0.36,5.0,62.87,25.48
