slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,Maintenance_Type,volt_fluctuation,avg_temp,avg_rpm,avg_idle,alternator_wellness,battery_wellness,starter_motor_wellness,serpentine_belt_wellness,ignition_coils_wellness,cv_axle_wellness,wheel_bearings_wellness,fuel_pump_wellness,clutch_wellness,bushings_wellness,brake_pads_wellness,radiator_wellness,water_pump_wellness,spark_plugs_wellness,o2_sensor_wellness
513,car,honda,jazz,diesel,2016,mumbai,20000,20768,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6322,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.2,87.41333333333333,87.41333333333333,81.12,85.47692307692307,86.5142857142857,88.2,88.2,82.83636363636364,81.12,62.24000000000001,90.56,84.26666666666667,76.4,84.26666666666667
514,car,honda,jazz,diesel,2016,mumbai,20000,21867,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6423,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,87.57556818181818,86.74727272727273,86.74727272727273,80.1209090909091,84.70839160839161,85.80064935064935,87.57556818181818,87.57556818181818,81.92809917355373,80.1209090909091,60.24181818181818,90.06045454545455,83.43409090909091,75.15113636363637,83.43409090909091
515,car,honda,jazz,diesel,2016,mumbai,20000,21688,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6522,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,87.67727272727272,86.85575757575758,86.85575757575758,80.28363636363636,84.83356643356643,85.91688311688311,87.67727272727272,87.67727272727272,82.07603305785123,80.28363636363636,60.56727272727274,90.14181818181818,83.56969696969698,75.35454545454544,83.56969696969698
516,car,honda,jazz,diesel,2016,mumbai,20000,20766,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4500,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.20113636363637,87.41454545454546,87.41454545454546,81.12181818181818,85.47832167832168,86.51558441558441,88.20113636363637,88.20113636363637,82.83801652892562,81.12181818181818,62.24363636363637,90.56090909090909,84.26818181818182,76.40227272727273,84.26818181818182
517,car,honda,jazz,diesel,2016,mumbai,20000,20987,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6859,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.07556818181818,87.28060606060606,87.28060606060606,80.9209090909091,85.32377622377622,86.37207792207792,88.07556818181818,88.07556818181818,82.65537190082645,80.9209090909091,61.841818181818184,90.46045454545455,84.10075757575758,76.15113636363637,84.10075757575758
518,car,honda,jazz,diesel,2016,mumbai,20000,20243,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6849,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.49829545454546,87.73151515151515,87.73151515151515,81.59727272727272,85.84405594405594,86.8551948051948,88.49829545454546,88.49829545454546,83.2702479338843,81.59727272727272,63.19454545454546,90.79863636363636,84.66439393939393,76.99659090909091,84.66439393939393
519,car,honda,jazz,diesel,2016,mumbai,20000,20657,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6900,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.26306818181818,87.48060606060606,87.48060606060606,81.22090909090909,85.55454545454546,86.58636363636364,88.26306818181818,88.26306818181818,82.92809917355373,81.22090909090909,62.441818181818185,90.61045454545454,84.35075757575757,76.52613636363637,84.35075757575757
520,car,honda,jazz,diesel,2016,mumbai,20000,20124,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6888,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.56590909090909,87.80363636363636,87.80363636363636,81.70545454545454,85.92727272727274,86.93246753246753,88.56590909090909,88.56590909090909,83.36859504132231,81.70545454545454,63.410909090909094,90.85272727272728,84.75454545454546,77.13181818181818,84.75454545454546
521,car,honda,jazz,diesel,2016,mumbai,20000,20870,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7110,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.14204545454545,87.35151515151516,87.35151515151516,81.02727272727273,85.40559440559441,86.44805194805195,88.14204545454545,88.14204545454545,82.75206611570248,81.02727272727273,62.05454545454546,90.51363636363637,84.18939393939394,76.2840909090909,84.18939393939394
522,car,honda,jazz,diesel,2016,mumbai,20000,19076,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,89.16136363636363,88.43878787878788,88.43878787878788,82.65818181818182,86.66013986013986,87.612987012987,89.16136363636363,89.16136363636363,84.23471074380166,82.65818181818182,65.31636363636363,91.32909090909092,85.54848484848485,78.32272727272726,85.54848484848485
523,car,honda,jazz,diesel,2016,mumbai,20000,20475,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6999,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,88.36647727272727,87.5909090909091,87.5909090909091,81.38636363636364,85.68181818181819,86.70454545454545,88.36647727272727,88.36647727272727,83.07851239669421,81.38636363636364,62.77272727272728,90.69318181818183,84.48863636363636,76.73295454545455,84.48863636363636
524,car,honda,jazz,diesel,2016,mumbai,30000,30867,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4600,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.46193181818182,81.29272727272728,81.29272727272728,71.93909090909092,78.41468531468531,79.95649350649352,82.46193181818182,82.46193181818182,74.4900826446281,71.93909090909092,43.87818181818183,85.96954545454545,76.6159090909091,64.92386363636365,76.6159090909091
525,car,honda,jazz,diesel,2016,mumbai,30000,31820,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4599,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,81.92045454545455,80.71515151515152,80.71515151515152,71.07272727272728,77.74825174825175,79.33766233766234,81.92045454545455,81.92045454545455,73.70247933884298,71.07272727272728,42.145454545454555,85.53636363636363,75.89393939393939,63.84090909090909,75.89393939393939
526,car,honda,jazz,diesel,2016,mumbai,30000,30317,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4589,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.77443181818181,81.6260606060606,81.6260606060606,72.43909090909091,78.7993006993007,80.31363636363636,82.77443181818181,82.77443181818181,74.94462809917354,72.43909090909091,44.87818181818183,86.21954545454545,77.03257575757576,65.54886363636363,77.03257575757576
527,car,honda,jazz,diesel,2016,mumbai,30000,30328,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.76818181818182,81.61939393939393,81.61939393939393,72.42909090909092,78.79160839160839,80.30649350649351,82.76818181818182,82.76818181818182,74.93553719008264,72.42909090909092,44.85818181818183,86.21454545454546,77.02424242424243,65.53636363636363,77.02424242424243
528,car,honda,jazz,diesel,2016,mumbai,30000,30372,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4569,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.74318181818182,81.59272727272727,81.59272727272727,72.38909090909091,78.76083916083915,80.27792207792209,82.74318181818182,82.74318181818182,74.89917355371901,72.38909090909091,44.77818181818183,86.19454545454546,76.99090909090908,65.48636363636365,76.99090909090908
529,car,honda,jazz,diesel,2016,mumbai,30000,29633,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4559,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.16306818181818,82.04060606060605,82.04060606060605,73.06090909090909,79.27762237762238,80.7577922077922,83.16306818181818,83.16306818181818,75.5099173553719,73.06090909090909,46.121818181818185,86.53045454545455,77.55075757575757,66.32613636363635,77.55075757575757
530,car,honda,jazz,diesel,2016,mumbai,30000,30286,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.79204545454546,81.64484848484848,81.64484848484848,72.46727272727273,78.82097902097902,80.33376623376624,82.79204545454546,82.79204545454546,74.9702479338843,72.46727272727273,44.93454545454546,86.23363636363636,77.05606060606061,65.5840909090909,77.05606060606061
531,car,honda,jazz,diesel,2016,mumbai,30000,30382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4584,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.7375,81.58666666666666,81.58666666666666,72.38,78.75384615384615,80.27142857142857,82.7375,82.7375,74.89090909090909,72.38,44.76000000000001,86.19,76.98333333333333,65.475,76.98333333333333
532,car,honda,jazz,diesel,2016,mumbai,30000,30211,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4597,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.83465909090908,81.69030303030303,81.69030303030303,72.53545454545454,78.87342657342657,80.38246753246754,82.83465909090908,82.83465909090908,75.03223140495868,72.53545454545454,45.0709090909091,86.26772727272727,77.11287878787878,65.66931818181818,77.11287878787878
533,car,honda,jazz,diesel,2016,mumbai,30000,30783,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4573,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.5096590909091,81.34363636363636,81.34363636363636,72.01545454545455,78.47342657342658,80.01103896103896,82.5096590909091,82.5096590909091,74.5595041322314,72.01545454545455,44.0309090909091,86.00772727272728,76.67954545454545,65.01931818181819,76.67954545454545
534,car,honda,jazz,diesel,2016,mumbai,30000,30463,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4586,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.69147727272727,81.53757575757577,81.53757575757577,72.30636363636364,78.6972027972028,80.21883116883117,82.69147727272727,82.69147727272727,74.82396694214877,72.30636363636364,44.612727272727284,86.15318181818182,76.9219696969697,65.38295454545455,76.9219696969697
535,car,honda,jazz,diesel,2016,mumbai,30000,30463,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4588,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.69147727272727,81.53757575757577,81.53757575757577,72.30636363636364,78.6972027972028,80.21883116883117,82.69147727272727,82.69147727272727,74.82396694214877,72.30636363636364,44.612727272727284,86.15318181818182,76.9219696969697,65.38295454545455,76.9219696969697
536,car,honda,jazz,diesel,2016,mumbai,30000,29625,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4647,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.16761363636364,82.04545454545455,82.04545454545455,73.06818181818183,79.28321678321679,80.76298701298701,83.16761363636364,83.16761363636364,75.51652892561984,73.06818181818183,46.13636363636364,86.5340909090909,77.55681818181819,66.33522727272727,77.55681818181819
537,car,honda,jazz,diesel,2016,mumbai,30000,31833,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4732,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,81.91306818181818,80.70727272727272,80.70727272727272,71.06090909090909,77.73916083916083,79.32922077922078,81.91306818181818,81.91306818181818,73.69173553719008,71.06090909090909,42.12181818181819,85.53045454545455,75.8840909090909,63.826136363636365,75.8840909090909
538,car,honda,jazz,diesel,2016,mumbai,30000,30172,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4523,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.85681818181818,81.7139393939394,81.7139393939394,72.5709090909091,78.9006993006993,80.40779220779221,82.85681818181818,82.85681818181818,75.06446280991736,72.5709090909091,45.141818181818195,86.28545454545456,77.14242424242424,65.71363636363637,77.14242424242424
539,car,honda,jazz,diesel,2016,mumbai,30000,30132,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4723,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.87954545454545,81.73818181818181,81.73818181818181,72.60727272727273,78.92867132867133,80.43376623376624,82.87954545454545,82.87954545454545,75.09752066115702,72.60727272727273,45.214545454545465,86.30363636363636,77.17272727272727,65.75909090909092,77.17272727272727
540,car,honda,jazz,diesel,2016,mumbai,30000,30342,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4622,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.76022727272728,81.61090909090909,81.61090909090909,72.41636363636363,78.78181818181818,80.2974025974026,82.76022727272728,82.76022727272728,74.92396694214875,72.41636363636363,44.83272727272728,86.20818181818181,77.01363636363637,65.52045454545454,77.01363636363637
541,car,honda,jazz,diesel,2016,mumbai,30000,30435,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4629,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.70738636363637,81.55454545454546,81.55454545454546,72.33181818181819,78.71678321678321,80.23701298701299,82.70738636363637,82.70738636363637,74.84710743801652,72.33181818181819,44.66363636363637,86.16590909090908,76.94318181818181,65.41477272727273,76.94318181818181
542,car,honda,jazz,diesel,2016,mumbai,30000,30980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4583,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.39772727272727,81.22424242424242,81.22424242424242,71.83636363636364,78.33566433566433,79.88311688311688,82.39772727272727,82.39772727272727,74.39669421487604,71.83636363636364,43.672727272727286,85.91818181818182,76.53030303030303,64.79545454545455,76.53030303030303
543,car,honda,jazz,diesel,2016,mumbai,30000,30437,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4479,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.70625,81.55333333333333,81.55333333333333,72.33000000000001,78.71538461538461,80.2357142857143,82.70625,82.70625,74.84545454545454,72.33000000000001,44.66000000000001,86.165,76.94166666666666,65.41250000000001,76.94166666666666
544,car,honda,jazz,diesel,2016,mumbai,30000,30766,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4480,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.51931818181818,81.3539393939394,81.3539393939394,72.0309090909091,78.48531468531469,80.02207792207791,82.51931818181818,82.51931818181818,74.57355371900827,72.0309090909091,44.06181818181819,86.01545454545455,76.69242424242424,65.03863636363636,76.69242424242424
545,car,honda,jazz,diesel,2016,mumbai,30000,30647,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4830,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.58693181818182,81.42606060606062,81.42606060606062,72.13909090909092,78.56853146853146,80.09935064935065,82.58693181818182,82.58693181818182,74.67190082644628,72.13909090909092,44.27818181818183,86.06954545454546,76.78257575757576,65.17386363636363,76.78257575757576
546,car,honda,jazz,diesel,2016,mumbai,30000,30142,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4428,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.87386363636364,81.73212121212121,81.73212121212121,72.59818181818183,78.92167832167833,80.42727272727272,82.87386363636364,82.87386363636364,75.08925619834712,72.59818181818183,45.19636363636364,86.29909090909092,77.1651515151515,65.74772727272727,77.1651515151515
547,car,honda,jazz,diesel,2016,mumbai,30000,30544,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5099,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.64545454545454,81.48848484848486,81.48848484848486,72.23272727272727,78.64055944055944,80.16623376623376,82.64545454545454,82.64545454545454,74.75702479338844,72.23272727272727,44.465454545454556,86.11636363636363,76.86060606060606,65.29090909090908,76.86060606060606
548,car,honda,jazz,diesel,2016,mumbai,30000,31243,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.24829545454546,81.06484848484848,81.06484848484848,71.59727272727274,78.15174825174826,79.71233766233766,82.24829545454546,82.24829545454546,74.17933884297521,71.59727272727274,43.19454545454546,85.79863636363636,76.3310606060606,64.49659090909091,76.3310606060606
549,car,honda,jazz,diesel,2016,mumbai,30000,32292,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5149,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,81.65227272727272,80.4290909090909,80.4290909090909,70.64363636363638,77.41818181818182,79.03116883116883,81.65227272727272,81.65227272727272,73.31239669421488,70.64363636363638,41.287272727272736,85.32181818181819,75.53636363636363,63.30454545454545,75.53636363636363
550,car,honda,jazz,diesel,2016,mumbai,30000,30438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5200,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.70568181818182,81.55272727272728,81.55272727272728,72.32909090909092,78.71468531468531,80.23506493506494,82.70568181818182,82.70568181818182,74.84462809917356,72.32909090909092,44.65818181818183,86.16454545454546,76.94090909090909,65.41136363636365,76.94090909090909
551,car,honda,jazz,diesel,2016,mumbai,30000,30897,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5199,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.44488636363636,81.27454545454546,81.27454545454546,71.91181818181819,78.3937062937063,79.93701298701299,82.44488636363636,82.44488636363636,74.46528925619835,71.91181818181819,43.823636363636375,85.95590909090909,76.59318181818182,64.88977272727271,76.59318181818182
552,car,honda,jazz,diesel,2016,mumbai,30000,30573,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5299,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.62897727272727,81.47090909090909,81.47090909090909,72.20636363636363,78.62027972027971,80.14740259740259,82.62897727272727,82.62897727272727,74.73305785123966,72.20636363636363,44.41272727272728,86.10318181818182,76.83863636363637,65.25795454545454,76.83863636363637
553,car,honda,jazz,diesel,2016,mumbai,30000,29473,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5289,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,83.25397727272727,82.13757575757576,82.13757575757576,73.20636363636363,79.38951048951049,80.86168831168831,83.25397727272727,83.25397727272727,75.64214876033058,73.20636363636363,46.41272727272728,86.60318181818182,77.6719696969697,66.50795454545455,77.6719696969697
554,car,honda,jazz,diesel,2016,mumbai,30000,30437,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5249,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.70625,81.55333333333333,81.55333333333333,72.33000000000001,78.71538461538461,80.2357142857143,82.70625,82.70625,74.84545454545454,72.33000000000001,44.66000000000001,86.165,76.94166666666666,65.41250000000001,76.94166666666666
555,car,honda,jazz,diesel,2016,mumbai,30000,30987,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.39375,81.22,81.22,71.83,78.33076923076922,79.87857142857143,82.39375,82.39375,74.39090909090909,71.83,43.66000000000001,85.915,76.525,64.7875,76.525
556,car,honda,jazz,diesel,2016,mumbai,30000,30909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5310,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.43806818181818,81.26727272727273,81.26727272727273,71.9009090909091,78.38531468531468,79.92922077922077,82.43806818181818,82.43806818181818,74.45537190082645,71.9009090909091,43.801818181818184,85.95045454545455,76.5840909090909,64.87613636363636,76.5840909090909
557,car,honda,jazz,diesel,2016,mumbai,30000,30829,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5329,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.48352272727273,81.31575757575757,81.31575757575757,71.97363636363636,78.44125874125874,79.98116883116883,82.48352272727273,82.48352272727273,74.52148760330579,71.97363636363636,43.94727272727273,85.98681818181818,76.64469696969697,64.96704545454546,76.64469696969697
558,car,honda,jazz,diesel,2016,mumbai,30000,30121,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5392,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.88579545454546,81.74484848484849,81.74484848484849,72.61727272727273,78.93636363636364,80.44090909090909,82.88579545454546,82.88579545454546,75.10661157024794,72.61727272727273,45.23454545454546,86.30863636363637,77.1810606060606,65.7715909090909,77.1810606060606
559,car,honda,jazz,diesel,2016,mumbai,30000,30980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5374,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.39772727272727,81.22424242424242,81.22424242424242,71.83636363636364,78.33566433566433,79.88311688311688,82.39772727272727,82.39772727272727,74.39669421487604,71.83636363636364,43.672727272727286,85.91818181818182,76.53030303030303,64.79545454545455,76.53030303030303
560,car,honda,jazz,diesel,2016,mumbai,30000,30012,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5399,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.94772727272728,81.81090909090909,81.81090909090909,72.71636363636364,79.01258741258741,80.51168831168832,82.94772727272728,82.94772727272728,75.19669421487603,72.71636363636364,45.43272727272728,86.35818181818182,77.26363636363637,65.89545454545454,77.26363636363637
561,car,honda,jazz,diesel,2016,mumbai,30000,30282,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5248,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.79431818181818,81.64727272727272,81.64727272727272,72.4709090909091,78.82377622377622,80.33636363636364,82.79431818181818,82.79431818181818,74.97355371900827,72.4709090909091,44.94181818181819,86.23545454545454,77.05909090909091,65.58863636363637,77.05909090909091
562,car,honda,jazz,diesel,2016,mumbai,30000,30382,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5149,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.7375,81.58666666666666,81.58666666666666,72.38,78.75384615384615,80.27142857142857,82.7375,82.7375,74.89090909090909,72.38,44.76000000000001,86.19,76.98333333333333,65.475,76.98333333333333
563,car,honda,jazz,diesel,2016,mumbai,30000,30238,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5374,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,82.81931818181818,81.67393939393939,81.67393939393939,72.5109090909091,78.85454545454546,80.36493506493507,82.81931818181818,82.81931818181818,75.0099173553719,72.5109090909091,45.02181818181818,86.25545454545454,77.09242424242424,65.63863636363637,77.09242424242424
564,car,honda,jazz,diesel,2016,mumbai,40000,40976,1,1,1,1,0,1,1,0,0,0,0,1,0,0,6534,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.71818181818182,75.1660606060606,75.1660606060606,62.74909090909091,71.34545454545454,73.39220779220778,76.71818181818182,76.71818181818182,66.13553719008264,62.74909090909091,25.49818181818183,81.37454545454545,68.95757575757575,53.43636363636364,68.95757575757575
565,car,honda,jazz,diesel,2016,mumbai,40000,40733,1,1,1,1,0,1,1,0,0,0,0,1,0,0,6699,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.85625,75.31333333333333,75.31333333333333,62.970000000000006,71.51538461538462,73.55000000000001,76.85625,76.85625,66.33636363636364,62.970000000000006,25.94000000000001,81.48500000000001,69.14166666666667,53.712500000000006,69.14166666666667
566,car,honda,jazz,diesel,2016,mumbai,40000,41382,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6589,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.4875,74.92,74.92,62.38000000000001,71.06153846153846,73.12857142857143,76.4875,76.4875,65.8,62.38000000000001,24.760000000000016,81.19000000000001,68.65,52.974999999999994,68.65
567,car,honda,jazz,diesel,2016,mumbai,40000,40289,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6489,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.10852272727273,75.58242424242424,75.58242424242424,63.37363636363638,71.82587412587414,73.83831168831169,77.10852272727273,77.10852272727273,66.70330578512397,63.37363636363638,26.74727272727274,81.68681818181818,69.47803030303031,54.217045454545456,69.47803030303031
568,car,honda,jazz,diesel,2016,mumbai,40000,39236,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6599,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.70681818181818,76.22060606060606,76.22060606060606,64.33090909090909,72.56223776223776,74.52207792207793,77.70681818181818,77.70681818181818,67.57355371900826,64.33090909090909,28.661818181818187,82.16545454545454,70.27575757575757,55.413636363636364,70.27575757575757
569,car,honda,jazz,diesel,2016,mumbai,40000,40722,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6622,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.8625,75.32,75.32,62.980000000000004,71.52307692307693,73.55714285714285,76.8625,76.8625,66.34545454545456,62.980000000000004,25.960000000000004,81.49,69.15,53.725,69.15
570,car,honda,jazz,diesel,2016,mumbai,40000,40283,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6499,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.11193181818182,75.58606060606061,75.58606060606061,63.379090909090905,71.83006993006993,73.84220779220779,77.11193181818182,77.11193181818182,66.70826446280992,63.379090909090905,26.758181818181825,81.68954545454545,69.48257575757576,54.22386363636363,69.48257575757576
571,car,honda,jazz,diesel,2016,mumbai,40000,40287,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6521,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.10965909090909,75.58363636363636,75.58363636363636,63.375454545454545,71.82727272727273,73.83961038961039,77.10965909090909,77.10965909090909,66.70495867768595,63.375454545454545,26.750909090909104,81.68772727272727,69.47954545454546,54.219318181818174,69.47954545454546
572,car,honda,jazz,diesel,2016,mumbai,40000,39723,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6599,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.43011363636364,75.92545454545454,75.92545454545454,63.88818181818182,72.22167832167831,74.20584415584416,77.43011363636364,77.43011363636364,67.1710743801653,63.88818181818182,27.776363636363644,81.94409090909092,69.90681818181818,54.86022727272728,69.90681818181818
573,car,honda,jazz,diesel,2016,mumbai,40000,41372,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6322,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.49318181818182,74.9260606060606,74.9260606060606,62.38909090909092,71.06853146853148,73.13506493506495,76.49318181818182,76.49318181818182,65.80826446280992,62.38909090909092,24.77818181818183,81.19454545454545,68.65757575757576,52.98636363636364,68.65757575757576
574,car,honda,jazz,diesel,2016,mumbai,40000,40282,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6423,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.11250000000001,75.58666666666667,75.58666666666667,63.38,71.83076923076923,73.84285714285714,77.11250000000001,77.11250000000001,66.70909090909092,63.38,26.760000000000005,81.69,69.48333333333335,54.225,69.48333333333335
575,car,honda,jazz,diesel,2016,mumbai,40000,40483,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6522,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.99829545454546,75.46484848484849,75.46484848484849,63.19727272727273,71.69020979020979,73.71233766233767,76.99829545454546,76.99829545454546,66.54297520661157,63.19727272727273,26.394545454545458,81.59863636363637,69.3310606060606,53.996590909090905,69.3310606060606
576,car,honda,jazz,diesel,2016,mumbai,40000,40984,1,1,1,1,1,1,1,0,0,0,0,1,0,0,6500,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.71363636363637,75.16121212121212,75.16121212121212,62.74181818181819,71.33986013986014,73.387012987013,76.71363636363637,76.71363636363637,66.12892561983472,62.74181818181819,25.483636363636375,81.3709090909091,68.95151515151515,53.42727272727272,68.95151515151515
