year,mileage,temp_scale,idle_scale,habit_scale,coolant_wellness,ignition_wellness,fuel_wellness
2022,114931,0.78,0.5,0.36,50.81,59.44,64.45
2006,148285,0.56,0.63,0.11,5.0,55.26,61.16
2008,74523,0.63,0.79,0.12,24.63,70.34,73.6
2001,235832,0.65,0.79,0.56,5.0,16.45,49.53
2001,1403,0.51,0.66,0.07,18.56,100.0,75.6
2001,78218,0.52,0.51,0.65,11.09,71.04,77.21
2002,59991,0.55,0.34,0.53,13.5,68.66,86.46
2017,244752,0.25,0.74,0.52,28.95,5.0,53.75
2021,178062,0.05,0.59,0.41,55.37,36.61,65.17
2006,228461,0.78,0.34,0.79,5.0,19.05,52.13
2011,44062,0.52,0.22,0.18,40.33,86.08,84.63
2014,231805,0.35,0.25,0.07,22.29,21.79,51.99
2008,109284,0.98,0.58,0.31,20.96,53.54,67.22
2018,229956,0.55,0.39,0.5,28.77,22.65,51.78
2015,171288,0.28,0.68,0.15,30.23,37.64,67.19
2010,38211,0.36,0.88,0.88,34.43,68.09,90.11
2019,230272,0.27,0.17,0.99,32.07,16.35,50.16
2022,218857,0.74,0.24,0.3,35.64,29.47,42.55
2012,195731,0.15,0.95,0.26,22.55,25.81,56.63
2024,76468,0.92,0.41,0.92,56.75,67.24,68.06
2000,97757,0.16,0.93,0.25,5.0,58.67,79.28
2015,135433,0.48,0.11,0.42,44.63,50.73,49.81
2006,31208,0.43,0.39,0.06,31.06,86.12,96.36
2009,70688,0.16,0.63,0.3,39.26,57.61,84.34
2016,138316,0.44,0.23,0.35,30.71,46.67,79.07
2002,191485,0.33,0.28,0.25,5.0,33.05,63.64
2017,181640,0.36,0.78,0.46,36.77,28.05,69.04
2007,1013,0.27,0.18,0.0,52.05,98.61,99.97
2015,164907,0.35,0.94,0.18,30.7,45.94,57.36
2003,194862,0.65,0.26,0.87,5.0,27.86,54.52
2004,201615,0.3,0.49,0.5,5.0,32.67,64.65
2024,212335,0.5,0.23,0.7,43.78,28.69,49.22
2006,44051,0.09,0.16,0.56,26.6,80.71,88.82
2007,30371,0.22,0.03,0.05,39.27,85.13,89.95
2003,5016,0.5,0.96,0.49,23.98,99.2,95.3
2008,151402,0.11,0.04,0.8,28.2,37.59,75.38
2011,247512,0.41,0.96,0.13,5.0,11.12,48.25
2014,106463,0.04,0.8,0.11,50.35,69.05,75.07
2017,182650,0.37,0.6,0.14,30.75,31.53,62.89
2012,106260,0.87,0.86,0.56,19.6,60.09,76.86
2019,58992,0.89,0.53,0.58,55.84,73.64,81.65
2017,176547,0.45,0.1,0.84,36.41,29.19,59.64
2022,143267,0.57,0.43,0.61,50.17,40.02,60.43
2006,229704,0.38,0.02,0.62,5.0,8.19,48.32
2018,100046,0.18,0.64,0.64,58.26,55.18,83.03
2013,184969,0.01,0.55,0.84,36.27,27.88,68.75
2009,153497,0.41,0.75,0.36,18.15,48.17,59.41
2003,152444,0.8,0.35,0.99,5.0,37.89,68.98
2014,187226,0.25,0.71,0.41,26.41,31.48,66.25
2005,131046,0.72,0.58,0.78,6.54,52.03,66.2
2009,116885,0.89,0.04,0.83,13.71,48.51,71.04
2000,238020,0.84,0.98,0.7,5.0,12.5,47.84
2017,193308,0.46,0.72,0.46,25.5,20.72,44.09
2004,139290,0.56,0.14,0.05,15.03,56.74,71.13
2024,144943,0.88,0.8,0.58,37.01,43.42,59.39
2013,148681,0.9,1.0,0.15,20.01,46.36,56.72
2001,60740,0.09,0.74,0.58,23.4,78.72,81.15
2014,174325,0.03,0.68,0.05,38.89,38.92,70.26
2019,241774,0.2,0.88,0.9,24.0,20.31,45.96
2008,14062,0.62,0.83,0.28,36.29,95.3,95.57
2010,18719,0.8,0.87,0.06,36.31,84.51,94.11
2017,108256,0.78,0.03,0.94,49.52,51.93,64.2
2014,240408,0.36,0.36,0.31,17.86,8.59,48.64
2002,84683,0.85,0.52,0.04,5.0,70.98,71.05
2015,221380,0.94,0.07,0.58,9.16,21.09,43.38
2019,157592,0.8,0.06,0.51,44.77,33.98,61.25
2008,190548,0.14,0.48,0.59,16.37,32.73,65.76
2004,140268,0.13,0.08,0.91,17.7,38.59,71.35
2015,104942,0.07,0.63,0.65,46.45,54.42,64.45
2000,242365,0.14,0.33,0.98,5.0,5.0,55.41
2018,53946,0.68,1.0,0.43,58.14,68.21,80.63
2003,143393,0.63,0.94,0.37,5.0,49.3,64.22
2019,101022,0.32,0.87,0.59,52.85,58.0,65.73
2001,199179,0.42,0.66,0.91,5.0,11.53,48.68
2000,179746,0.87,0.42,0.01,5.0,29.62,56.64
2010,22545,0.13,0.45,0.54,49.7,78.41,94.27
2023,168435,0.39,0.22,0.32,55.65,37.32,62.43
2023,64268,0.21,0.34,0.29,68.12,71.93,89.89
2016,123456,0.99,0.84,0.87,28.16,52.69,66.34
2020,68538,0.86,0.74,0.97,54.26,64.85,86.58
2005,177805,0.8,0.52,0.13,5.0,31.08,59.12
2006,159667,0.9,0.5,0.1,5.0,45.09,54.32
2005,176170,0.91,0.67,0.19,5.0,35.79,55.79
2006,235080,0.76,0.95,0.04,5.0,20.96,46.6
2016,76391,0.39,0.72,0.89,56.97,66.01,78.16
2003,53985,0.86,0.86,0.48,11.3,69.04,90.98
2008,57605,0.58,0.65,0.72,25.05,68.58,87.87
2004,216728,0.96,0.85,0.4,13.74,13.71,44.23
2017,236259,0.98,0.99,0.79,8.91,11.51,43.14
2022,163389,0.56,0.46,0.79,53.54,37.46,56.57
2003,215348,0.03,0.22,0.95,5.0,17.3,63.71
2008,162036,0.01,0.43,0.06,18.11,38.53,69.84
2015,139460,0.89,0.72,0.28,19.87,52.02,60.71
2008,37256,0.45,0.88,0.21,28.14,87.61,95.32
2019,188931,0.06,0.27,0.33,49.66,33.32,52.17
2002,205499,0.73,0.67,0.02,10.29,30.2,48.04
2006,186148,0.34,0.83,0.42,5.0,31.06,66.6
2006,56964,0.13,0.86,0.77,27.92,76.14,89.29
2012,232599,0.28,0.0,0.48,28.1,23.17,35.7
2013,38564,0.34,0.03,0.19,50.97,88.17,98.38
2009,203539,0.15,0.95,0.34,5.0,29.83,59.65
2009,98062,0.99,0.06,0.69,19.63,57.96,73.65
2012,207548,0.81,0.09,0.96,6.22,15.09,44.78
2001,80982,0.86,1.0,0.27,5.0,64.75,82.59
2009,114406,0.49,0.95,0.55,11.43,56.07,81.63
2015,68124,0.94,0.81,0.1,40.06,80.73,71.29
2003,216962,0.48,0.2,0.49,5.0,28.76,51.78
2014,11350,0.7,0.96,0.88,43.86,81.07,95.5
2016,167190,0.1,0.14,0.93,42.7,30.53,70.73
2018,52683,0.49,0.93,0.3,50.43,74.5,73.81
2023,65775,0.38,0.75,0.44,62.71,80.43,79.48
2008,49141,0.77,0.77,0.31,28.02,80.41,88.77
2009,74285,0.04,0.67,0.73,37.45,69.65,78.66
2022,58237,0.36,0.48,0.4,64.51,76.0,87.07
2023,139348,0.63,0.22,0.46,53.1,49.45,63.5
2007,224964,0.37,0.71,0.41,9.67,16.03,54.41
2006,45762,0.48,0.59,0.12,19.76,91.15,89.32
2011,118546,0.63,0.42,0.93,30.3,55.83,70.6
2004,201151,0.68,0.15,0.18,5.0,27.78,54.78
2023,158424,0.08,0.55,0.89,63.88,28.09,66.35
2010,44233,0.8,0.11,0.95,35.02,80.14,81.49
2012,147342,0.1,0.47,0.09,38.58,51.22,69.01
2018,135603,0.16,0.4,0.55,51.82,46.06,78.97
2018,192348,0.5,0.0,0.94,39.91,20.14,56.34
2017,192693,0.88,0.57,0.45,22.84,24.91,50.92
2008,239207,0.04,0.35,0.97,5.0,9.22,52.05
2018,24580,0.43,0.92,0.01,52.05,89.82,93.33
2015,20526,0.98,0.75,0.81,46.49,90.06,78.72
2000,82833,0.97,0.79,0.44,5.0,64.58,80.29
2004,155307,0.15,0.95,0.25,5.0,44.1,66.33
2006,211477,0.91,0.27,0.94,5.0,12.74,42.13
2003,120434,0.97,0.44,0.75,5.0,45.02,63.03
2009,236529,0.7,0.48,0.44,5.0,10.79,41.03
2003,134108,0.44,0.47,0.11,5.0,46.22,74.27
2007,15949,0.52,0.81,0.09,30.24,94.24,80.28
2002,114195,0.81,0.87,0.49,5.0,56.31,72.99
2006,163384,0.95,0.07,0.56,8.69,31.89,60.85
2015,34460,0.54,0.13,0.22,59.97,81.46,88.78
2000,97983,0.07,0.35,0.79,10.3,58.57,82.6
2014,236107,0.7,0.21,0.5,20.48,14.18,52.0
2017,5572,0.78,0.5,0.61,54.25,91.42,92.23
2009,29210,0.17,0.98,0.09,35.1,89.06,99.18
2016,50428,0.6,0.32,0.96,43.58,67.48,87.71
2024,170336,0.12,0.33,0.2,63.75,42.95,61.33
2003,225917,0.81,0.09,0.85,5.0,11.6,50.16
2008,82785,0.72,0.35,0.97,23.02,62.65,80.94
2020,8508,0.66,0.19,0.2,70.16,98.88,92.85
2022,99854,0.68,0.28,0.03,64.36,79.77,77.08
2002,17210,0.96,0.93,0.41,21.76,87.35,90.68
2023,38907,0.24,0.72,0.79,76.1,86.16,90.08
2012,174104,0.24,0.85,0.19,25.36,43.59,64.73
2010,136446,0.87,0.28,0.34,11.99,56.78,68.13
2023,222528,0.02,0.07,0.71,53.41,15.26,59.52
2002,117291,0.4,0.01,0.71,9.05,55.7,81.26
2008,46652,0.49,0.18,0.65,27.57,80.04,91.62
2002,195456,0.86,0.24,0.03,5.0,28.43,52.8
2019,94644,0.31,0.11,0.94,54.85,53.33,73.14
2007,90361,0.62,0.57,0.3,17.32,67.48,70.53
2024,216218,0.75,0.46,0.48,41.54,25.62,50.74
2024,90999,0.17,0.62,0.03,71.26,65.28,78.78
2007,211588,0.46,0.24,0.57,5.0,23.26,62.52
2016,247366,0.57,0.7,0.91,12.64,12.77,44.57
2021,172732,0.25,0.38,0.19,53.18,37.46,66.07
2012,161893,0.31,0.31,0.65,27.07,27.76,60.28
2014,35626,0.07,0.21,0.0,58.79,72.98,99.29
2013,229006,0.66,0.45,0.87,22.1,10.69,46.83
2005,11543,0.24,0.31,0.14,33.29,100.0,87.54
2019,172858,0.46,0.5,0.83,35.51,30.31,61.5
2012,168867,0.66,0.45,0.49,25.12,39.6,53.75
2018,32168,0.74,0.5,0.75,52.83,86.32,90.14
2013,159346,0.95,0.25,0.25,12.38,47.36,58.22
2004,96214,0.09,0.77,0.41,20.51,68.57,80.01
2024,32958,0.23,0.39,0.98,80.44,81.75,99.82
2013,93609,0.4,0.17,0.01,43.0,63.98,73.6
2001,51557,0.42,0.04,0.79,24.05,77.02,80.19
2015,129850,0.04,0.42,0.43,58.5,52.88,66.93
2024,59078,0.04,0.22,0.92,75.33,65.03,80.25
2010,137090,0.76,0.55,0.08,15.22,51.9,64.53
2003,166743,0.43,0.1,0.39,5.0,37.2,61.65
2007,131772,0.01,0.4,0.42,24.82,52.24,71.44
2000,77213,0.84,0.18,0.47,5.02,79.1,71.66
2017,173896,0.31,0.26,0.57,34.37,40.27,65.09
2005,27313,0.42,0.6,0.28,22.28,95.13,85.76
2020,57651,0.1,0.05,0.86,74.67,73.43,94.48
2004,153335,0.08,0.25,0.47,12.37,39.87,70.14
2022,224363,0.88,0.94,0.83,26.52,17.87,45.04
2021,196791,0.36,0.17,0.32,48.53,35.03,58.46
2022,151645,0.06,0.89,0.96,63.89,44.67,71.84
2012,29001,0.16,0.71,0.6,45.45,82.35,91.37
2001,227855,0.05,0.18,0.07,5.0,23.09,57.5
2022,179917,0.21,0.2,0.01,49.84,37.24,62.48
2015,210648,0.34,0.42,0.09,26.71,28.09,43.59
2004,67002,0.43,0.8,0.02,13.12,82.14,81.11
2019,112615,0.34,0.95,0.71,50.28,54.55,70.75
2017,173244,0.49,0.74,0.29,35.12,40.93,61.59
2007,94135,0.15,0.94,0.19,26.41,70.33,70.26
2009,167406,0.34,0.44,0.23,21.84,41.36,70.08
2022,88574,0.92,0.73,0.92,42.14,64.04,74.06
2000,197284,0.71,0.95,0.35,5.0,37.36,52.41
2007,187944,0.94,0.98,0.15,5.0,36.98,42.65
2020,109460,0.23,0.9,0.96,55.6,60.16,75.33
2022,227726,0.75,0.17,0.73,32.74,20.29,52.41
2012,45953,0.11,0.34,0.56,51.68,68.34,91.98
2019,116058,0.11,0.13,0.0,54.9,69.77,77.32
2020,18478,0.11,0.84,0.47,68.41,90.22,100.0
2008,27680,0.09,0.63,0.69,39.64,85.46,98.4
2005,160175,0.14,0.14,0.55,13.4,36.45,63.06
2014,77753,0.68,0.57,0.89,42.52,58.7,75.55
2013,135790,0.36,0.73,0.27,13.13,46.81,70.66
2018,225440,0.8,0.65,0.27,28.28,23.98,38.89
2002,52014,0.55,0.38,0.3,18.18,79.51,87.11
2023,211812,0.31,0.53,0.89,46.89,18.23,66.29
2016,198585,0.26,0.56,0.26,31.83,35.88,61.82
2018,117402,0.7,0.31,0.18,47.43,60.85,65.22
2023,200334,0.48,0.51,0.38,46.12,23.4,52.08
2022,153777,0.44,0.39,0.08,47.33,51.69,55.71
2014,190769,0.78,0.32,0.46,21.32,28.67,44.69
2016,177326,0.35,0.43,0.96,30.82,21.93,61.82
2015,102031,0.39,0.58,0.3,35.71,65.82,73.8
2023,231885,0.79,0.96,0.73,34.7,12.81,45.15
2004,72795,0.58,0.01,0.77,22.22,76.59,90.53
2018,144575,0.01,0.31,0.85,48.31,42.76,71.06
2000,197940,0.13,0.05,0.74,5.0,28.7,60.77
2024,184646,0.8,0.6,0.76,53.11,31.21,60.89
2018,175647,0.03,0.42,0.85,51.04,41.61,62.85
2003,117233,0.54,0.26,0.4,5.27,56.0,71.64
2014,152764,0.56,0.0,0.16,26.15,44.62,62.83
2020,187793,0.27,0.6,0.07,48.61,33.2,58.53
2007,149816,0.66,0.41,0.1,5.0,42.65,62.5
2009,111024,0.57,0.56,0.44,24.26,48.87,72.63
2021,116787,0.52,0.34,0.22,56.64,62.88,67.96
2010,207364,0.16,0.09,0.44,16.5,28.43,59.23
2012,239435,0.6,0.21,0.51,10.84,24.29,48.5
2005,89345,0.96,0.31,0.21,5.86,71.53,78.63
2000,103109,0.68,0.89,0.78,5.0,48.88,72.77
2024,201002,0.65,0.6,0.42,41.54,22.58,54.29
2023,67139,0.5,0.92,0.5,63.61,73.48,83.71
2021,17991,0.3,0.86,0.46,70.31,89.24,100.0
2010,163934,0.0,0.28,0.01,31.98,45.02,71.42
2017,93191,0.68,0.21,0.64,54.08,59.37,76.23
2021,72202,0.08,0.59,0.7,74.06,62.77,88.39
2004,81643,0.59,0.84,0.94,13.58,52.01,72.44
2021,112772,0.32,0.18,0.16,57.46,57.04,70.42
2015,66834,0.32,0.99,0.22,50.98,71.73,85.39
2015,60359,0.11,0.24,0.95,61.22,58.94,88.82
2003,222212,0.76,0.81,0.28,5.0,19.96,44.16
2017,10216,0.79,0.38,0.63,61.27,89.48,85.62
2005,230679,0.5,0.06,0.84,5.0,12.9,50.67
2011,142051,0.58,0.66,0.44,25.07,43.9,62.71
2021,232548,0.46,0.49,0.94,32.95,19.94,50.82
2008,169391,0.82,0.84,0.33,5.0,42.05,52.12
2009,21703,0.67,0.78,0.07,20.22,93.25,81.73
2009,74804,0.23,0.67,0.91,36.57,71.65,80.62
2007,234050,0.51,0.11,0.73,5.0,10.14,54.15
2014,167252,0.91,0.59,0.15,23.53,38.22,57.87
2021,241804,0.44,0.13,0.02,42.87,5.38,48.7
2018,39930,0.48,0.47,0.42,54.51,74.15,78.66
2016,241657,0.34,0.95,0.05,14.33,26.24,45.91
2009,235860,0.85,0.51,0.34,6.56,17.39,40.69
2012,122185,0.05,0.74,0.15,33.24,55.74,83.47
2003,127178,0.74,0.11,0.18,5.0,58.57,63.11
2016,83427,0.19,0.14,0.51,56.52,66.24,84.29
2008,245676,0.31,0.29,0.88,9.36,12.63,39.21
2016,224096,0.38,0.89,0.08,14.85,15.08,39.17
2015,42163,0.57,0.66,0.31,39.07,85.76,86.75
2005,43697,0.1,0.13,0.21,42.64,86.45,79.41
2018,86590,0.16,0.8,0.05,51.55,69.51,88.12
2006,132092,0.07,0.9,0.98,18.6,53.66,70.8
2005,39580,0.27,0.62,0.56,36.41,73.8,90.93
2016,187790,0.45,0.24,0.46,29.38,33.25,49.69
2021,188315,0.96,0.8,0.41,23.18,29.33,52.9
2019,125308,0.72,0.84,0.5,46.0,46.81,77.42
2003,25542,0.86,0.76,0.59,13.36,70.95,80.36
2024,154939,0.05,0.82,0.54,54.68,41.42,70.73
2000,3236,0.69,0.74,0.75,16.1,81.03,100.0
2003,82772,0.42,0.05,0.26,16.37,65.41,76.59
2004,34426,0.27,0.47,0.95,23.51,68.84,90.91
2005,103223,0.67,0.22,0.18,16.15,63.51,62.43
2023,249697,0.9,0.2,0.52,38.12,5.16,42.99
2020,114155,0.36,0.37,0.85,58.45,53.48,81.14
2017,202228,0.44,0.39,0.82,33.6,28.26,54.89
2003,18120,0.16,0.55,0.2,30.38,91.66,100.0
2008,111445,0.08,0.66,0.0,30.94,62.7,72.04
2015,128512,0.37,0.48,0.86,38.07,42.68,75.97
2002,62769,0.87,0.35,0.97,9.73,65.62,76.31
2009,113201,1.0,0.18,0.73,27.6,56.53,65.59
2013,213225,0.34,0.63,0.25,13.68,34.71,49.96
2022,138762,0.73,0.14,0.25,60.53,53.9,60.03
2005,230039,0.9,0.05,0.32,5.0,18.79,49.91
2014,239280,0.98,0.03,0.22,9.71,17.6,40.67
2019,11082,0.63,0.39,0.8,62.29,86.65,92.37
2016,221006,0.49,0.48,0.3,20.59,21.95,45.04
2017,98037,0.03,0.79,0.73,55.64,53.97,81.55
2003,234526,0.24,0.82,0.89,5.0,8.81,54.0
2007,96468,0.42,0.42,0.51,22.1,58.82,68.61
2001,154018,0.45,0.31,0.23,5.0,51.4,68.65
2005,109181,0.23,0.27,0.7,24.08,51.48,71.62
2010,107521,0.99,0.8,0.65,9.25,59.55,66.86
2009,117859,0.72,0.89,0.68,26.46,46.86,72.9
2016,107116,0.65,0.1,0.13,43.71,59.49,74.54
2019,169637,0.58,0.66,0.47,30.23,40.79,66.54
2007,21957,0.4,0.4,0.85,39.86,79.42,89.1
2012,155612,0.75,0.9,0.68,17.62,45.32,63.8
2003,175507,0.4,0.01,0.19,5.0,37.31,55.7
2012,31451,0.95,0.5,0.41,20.14,88.02,78.72
2008,50161,0.77,0.71,0.38,22.14,79.53,80.59
2007,90917,0.16,0.45,0.59,28.33,58.48,82.04
2015,105026,0.21,0.36,0.93,49.58,53.07,78.32
2000,130351,0.75,0.12,0.79,5.0,55.48,74.15
2001,232600,0.76,0.75,0.29,5.0,16.39,45.36
2009,30211,0.48,0.34,0.36,31.94,78.28,98.42
2011,170756,0.19,0.58,0.11,17.5,36.39,70.62
2007,6022,0.39,0.85,0.88,39.32,87.44,93.74
2001,45306,0.8,0.46,0.35,14.46,74.35,71.34
2014,249937,0.28,0.92,0.04,19.79,9.7,56.34
2012,219376,0.88,0.85,0.69,11.89,17.75,44.32
2021,65043,0.99,0.55,0.48,43.3,72.99,87.33
2005,176287,0.68,0.2,0.06,5.0,27.5,53.47
2004,118540,0.21,0.96,0.11,17.58,65.1,74.85
2011,60462,0.74,0.39,0.07,34.67,77.02,77.58
2006,20758,1.0,0.8,0.1,29.77,88.85,90.65
2023,90480,0.74,0.29,0.72,54.82,56.65,81.3
2011,29049,0.51,1.0,0.67,31.28,75.27,84.93
2004,9877,0.43,0.58,0.58,30.95,81.13,90.87
2016,222590,0.02,0.57,0.34,27.78,23.53,63.38
2008,122922,0.07,0.73,0.34,33.9,50.1,74.09
2014,120425,0.16,0.99,0.08,35.84,62.04,77.35
2015,186434,0.17,0.15,0.69,40.36,33.69,61.38
2018,48320,0.44,0.25,0.86,64.39,68.37,84.87
2005,235132,0.15,0.14,0.11,10.29,22.53,50.76
2003,60659,0.24,0.23,0.31,25.2,78.45,81.46
2008,169117,0.19,0.31,0.64,22.05,37.15,70.02
2015,23357,0.93,0.47,0.41,42.03,90.19,79.66
2014,162959,0.88,0.59,0.81,19.93,30.22,59.3
2023,120371,0.36,0.45,0.79,60.39,57.6,74.21
2006,149344,0.46,0.86,0.46,6.01,49.26,66.71
2012,91228,0.01,0.87,0.06,40.71,72.32,85.38
2013,245820,0.8,0.17,0.81,12.31,10.14,39.53
2007,224067,0.87,0.34,0.83,5.0,19.18,58.43
2003,215160,0.31,0.26,0.86,5.0,19.98,54.7
2017,156326,0.13,0.43,0.64,39.43,34.54,72.39
2006,66300,0.38,0.49,0.54,26.05,75.97,89.07
2000,126912,0.32,0.19,0.13,6.74,64.81,69.4
2012,178575,0.28,0.87,0.48,13.76,39.67,57.19
2001,13047,0.17,0.11,0.31,31.61,99.64,90.71
2017,32234,0.33,0.12,0.03,65.53,89.38,85.52
2009,183642,0.23,0.18,0.54,17.7,39.72,67.59
2005,247229,0.29,0.85,0.27,5.07,13.59,50.48
2005,122532,0.42,0.9,0.54,13.03,58.61,62.31
2003,242791,0.22,0.13,0.79,5.0,17.83,49.17
2024,186012,0.03,0.66,0.04,59.46,30.57,75.67
2000,41047,0.11,0.66,0.13,14.32,88.76,92.9
2022,41362,0.7,0.87,0.71,60.75,84.92,86.13
2019,94676,0.52,0.83,0.3,50.32,74.41,74.23
2005,246548,0.81,0.31,0.3,5.0,9.96,37.59
2008,245895,0.53,0.75,0.35,5.0,17.96,46.53
2012,76086,0.1,0.87,0.13,48.66,68.7,76.54
2022,55806,0.12,0.22,0.16,73.45,76.31,87.27
2010,59134,0.26,0.48,0.7,52.04,72.4,92.45
2011,103150,0.76,0.35,0.74,18.54,54.9,68.49
2018,197795,0.25,0.56,0.46,39.63,24.72,52.82
2014,125464,0.36,0.75,0.03,35.14,63.67,73.76
2013,9735,0.23,0.58,0.17,51.56,100.0,100.0
2012,151005,0.27,0.48,0.83,24.72,39.51,61.37
2021,177808,0.52,0.7,0.7,36.33,34.44,49.8
2024,174297,0.99,0.64,0.51,35.72,22.0,46.76
2001,24314,0.54,0.21,0.89,25.2,74.4,90.71
2006,149279,0.09,0.83,0.69,21.21,38.04,64.8
2018,133362,0.98,0.85,0.22,28.15,46.7,64.98
2011,92672,0.32,0.8,0.18,34.66,75.09,79.77
2008,37213,0.44,0.83,0.18,27.87,87.62,87.33
2001,199236,0.91,0.74,0.98,5.0,25.44,49.05
2005,66817,0.47,0.19,0.14,25.54,74.13,87.76
2010,93171,0.86,0.94,0.48,15.52,53.93,75.95
2000,152168,0.93,0.43,0.78,5.0,41.23,62.48
2022,42988,0.62,0.92,0.2,54.96,81.36,83.73
2014,60500,0.72,0.36,0.4,40.97,71.54,76.07
2018,108410,0.9,0.83,0.76,36.65,60.34,60.82
2011,17708,0.49,0.59,0.64,41.44,83.2,92.37
2007,104277,0.58,0.65,0.64,22.44,57.74,79.27
2001,229145,0.07,0.89,0.38,5.0,5.61,53.94
2021,188950,0.23,0.98,0.87,39.73,32.28,53.97
2003,125088,0.12,0.68,0.92,8.08,41.07,70.22
2002,237770,0.44,0.95,0.63,5.0,21.38,50.49
2000,145541,0.22,0.99,0.29,5.0,53.23,65.3
2012,222701,0.28,0.42,0.92,15.46,20.03,50.59
2008,52712,0.6,0.91,0.38,28.98,78.88,80.25
2002,185972,0.05,0.26,0.39,5.0,35.68,62.74
2016,65914,0.06,0.85,0.7,55.91,65.02,79.22
2005,162992,0.6,0.29,0.35,5.0,40.84,62.81
2014,73892,0.73,0.67,0.65,39.63,68.7,72.96
2006,193024,0.92,0.97,0.67,5.0,32.09,48.78
2023,29668,0.67,0.34,0.72,75.54,88.27,93.03
2002,25419,0.48,0.38,0.21,13.41,85.61,95.62
2002,204304,0.64,0.33,0.86,5.0,26.85,55.28
2021,28631,0.66,0.36,0.95,62.06,81.0,91.27
2017,126591,0.52,0.64,0.82,51.38,53.13,65.58
2017,125346,0.29,0.52,0.02,43.68,64.99,67.33
2003,232716,0.24,0.45,0.57,5.0,12.03,47.84
2010,22557,0.41,0.55,0.43,50.26,80.29,100.0
2009,128412,0.04,0.92,0.13,31.85,62.52,75.08
2017,43733,0.25,0.14,0.4,62.83,81.97,93.68
2010,221722,0.98,0.33,0.23,5.0,26.19,46.15
2006,117289,0.97,0.15,0.78,17.24,58.8,55.84
2021,208100,0.89,0.97,0.66,31.59,25.18,56.18
2017,180626,0.44,0.2,0.04,37.2,31.5,68.72
2004,164415,0.61,0.36,0.99,5.0,32.05,60.97
2016,33203,0.77,0.55,0.39,46.03,77.8,87.85
2006,79181,0.75,0.02,0.81,24.15,75.84,71.53
2012,118251,0.66,0.42,0.13,30.78,49.53,63.95
2024,166375,0.41,0.71,0.46,43.98,42.34,60.94
2024,156515,0.73,0.09,0.86,57.45,36.88,62.34
2009,54272,0.05,0.99,0.21,36.33,81.25,96.0
2020,238142,0.11,0.08,0.24,53.8,16.54,60.7
2000,79676,0.76,0.23,0.7,5.0,63.33,77.94
2013,75347,0.06,0.68,0.79,42.13,65.01,91.89
2009,169531,0.96,0.72,0.46,9.03,32.12,45.13
2001,46370,0.28,0.69,0.39,24.0,78.56,83.87
2006,22391,0.82,0.75,0.61,22.46,90.79,90.99
2001,204482,0.96,0.73,0.49,5.0,28.44,49.2
2005,140981,0.21,0.57,0.83,13.73,48.35,72.72
2006,143108,0.91,0.9,0.32,5.0,45.33,56.88
2006,159873,0.43,0.41,0.64,21.19,44.2,68.99
2019,94529,0.13,0.01,0.87,57.73,51.47,72.08
2001,3780,0.56,0.63,0.89,23.96,87.68,91.71
2008,44589,0.15,0.37,0.22,45.38,89.45,92.64
2004,18796,0.48,0.77,0.26,12.78,91.44,91.54
2000,192875,0.55,0.03,0.05,5.0,35.62,56.02
2023,48430,0.87,0.54,0.98,60.45,69.58,76.0
2010,59656,0.75,0.89,0.84,26.65,72.08,90.36
2001,50814,0.89,0.1,0.91,12.83,64.26,84.5
2023,197541,0.85,0.28,0.71,42.07,21.08,45.51
2004,173823,0.31,0.76,0.89,5.0,24.27,67.34
2008,202678,0.64,0.07,0.37,12.54,24.13,53.24
2002,101594,0.81,0.97,0.46,5.0,62.04,77.95
2000,151882,0.93,0.2,0.83,5.0,45.25,60.05
2000,234534,0.91,0.34,0.52,5.0,21.11,48.67
2012,16216,0.81,0.12,0.69,55.73,78.71,88.43
2007,131286,0.52,0.51,0.75,17.13,44.72,68.62
2011,209915,0.43,0.29,0.03,19.68,32.63,45.59
2022,119608,0.94,0.56,0.14,52.59,64.22,61.25
2020,87388,0.71,0.97,0.17,47.37,76.51,78.13
2020,40078,0.25,0.86,0.01,60.51,83.18,91.47
2003,171782,0.91,0.78,0.74,5.0,26.13,56.5
2023,158856,0.45,0.78,0.14,46.64,38.58,69.54
2013,143247,0.13,0.07,0.3,45.46,52.76,68.97
2020,177651,0.64,0.12,0.29,39.38,33.52,60.5
2004,208612,0.57,0.73,0.79,5.0,14.19,52.83
2000,112513,0.1,0.19,1.0,7.44,50.52,80.04
2013,23799,0.89,0.5,0.99,41.89,85.71,85.99
2013,145482,0.6,0.85,0.61,19.22,42.56,61.76
2006,89449,0.33,0.98,0.48,17.94,62.14,88.35
2003,60285,0.06,0.95,0.81,11.73,76.92,87.46
2008,133436,0.39,0.65,0.4,24.6,52.97,65.52
2001,246589,0.47,0.44,0.42,5.0,5.78,44.21
2021,171636,0.58,0.37,0.71,49.18,39.02,57.98
2001,30857,0.95,0.51,0.54,14.0,82.78,86.57
2019,244233,0.24,0.72,0.43,24.99,28.34,44.16
2011,52936,0.9,0.31,0.54,36.67,72.32,77.98
2000,239486,0.44,0.32,0.48,5.0,11.88,49.8
2013,101851,0.94,0.44,0.88,19.35,56.43,62.77
2022,167182,0.2,0.32,0.55,59.39,43.76,62.33
2004,94088,0.98,0.14,0.82,6.8,52.82,71.54
2005,205389,0.49,0.58,0.43,5.0,31.31,46.05
2011,218362,0.49,0.36,0.19,11.28,19.74,48.78
